title,canonical_url,original_url,source,category,track,author,published_date,date_confidence,summary,score,score_breakdown,topic_cluster,content_type,reading_mode,selected_true_false,exclusion_reason_if_any
The Xcelerated Compute Show | New York 2026 - Post Event Report,https://www.datacenterdynamics.com/en/dcd-downloads/txcsny-26-post-event-report,https://www.datacenterdynamics.com/en/dcd-downloads/txcsny-26-post-event-report/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-08-18,high,Gain insights into the key statistics and attendee demographics from this year's event,133.1,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 8, ""freshness"": 15, ""keyword"": 37.099999999999994, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Strategy analysis,Read deeply,True,
CBRE: Europe data center market to grow by nearly a quarter in 2026,https://www.datacenterdynamics.com/en/news/cbre-europe-data-center-market-to-grow-by-nearly-a-quarter-in-2026,https://www.datacenterdynamics.com/en/news/cbre-europe-data-center-market-to-grow-by-nearly-a-quarter-in-2026/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-08-18,high,Reaching 13GW of capacity by the end of the year,133.0,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 45, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,True,
"Starlink goes live in Vietnam, signs launch contract with local satellite operator VinSpace",https://www.datacenterdynamics.com/en/news/starlink-goes-live-in-vietnam-signs-launch-contract-with-local-satellite-operator-vinspace,https://www.datacenterdynamics.com/en/news/starlink-goes-live-in-vietnam-signs-launch-contract-with-local-satellite-operator-vinspace/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-08-18,high,Commercial services are now available in Starlink's sixth Southeast Asian market,133.0,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 45, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,False,source daily cap
Sponsored: AI cooling is no longer a component problem,https://www.datacenterdynamics.com/en/opinions/ai-cooling-is-no-longer-a-component-problem,https://www.datacenterdynamics.com/en/opinions/ai-cooling-is-no-longer-a-component-problem/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-08-18,high,"The question is no longer simply: ""Which cooling component performs best?"" It is: ""Which thermal architecture gives us the performance and headroom to support what comes next?""",130.35,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 42.349999999999994, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,False,source daily cap
Gramercy Networks unveils plans for low latency global financial backbone,https://www.datacenterdynamics.com/en/news/gramercy-networks-unveils-plans-for-low-latency-global-financial-backbone,https://www.datacenterdynamics.com/en/news/gramercy-networks-unveils-plans-for-low-latency-global-financial-backbone/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-08-18,high,Vendor targets trading firms with unified high-speed connectivity linking financial centers across three continents,130.35,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 42.349999999999994, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,False,source daily cap
ABB launches ultracapacitor storage system to meet Ireland's grid code for data centers,https://www.datacenterdynamics.com/en/news/abb-launches-ultracapacitor-storage-system-to-meet-irelands-grid-code-for-data-centers,https://www.datacenterdynamics.com/en/news/abb-launches-ultracapacitor-storage-system-to-meet-irelands-grid-code-for-data-centers/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-08-18,high,Will combine its ultracapacitor energy storage system with grid-forming power conversion,129.3,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 41.3, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,False,source daily cap
Equinix signs 11.5MW vPPA with Flo Energy in Singapore,https://www.datacenterdynamics.com/en/news/equinix-signs-115mw-vppa-with-flo-energy-in-singapore,https://www.datacenterdynamics.com/en/news/equinix-signs-115mw-vppa-with-flo-energy-in-singapore/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-08-18,high,Supplied from industrial and commercial rooftop solar installations across the country,128.6,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 40.599999999999994, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,False,source daily cap
"Application filed for data center campus near QTS' site in Northumberland, UK",https://www.datacenterdynamics.com/en/news/application-filed-for-data-center-campus-near-qts-site-in-northumberland-uk,https://www.datacenterdynamics.com/en/news/application-filed-for-data-center-campus-near-qts-site-in-northumberland-uk/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-08-18,high,UK family office plans campus in Cambois on former GSK manufacturing site,125.1,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 37.099999999999994, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,False,source daily cap
Globalinx buys land in Virginia Beach to expand CLS campus,https://www.datacenterdynamics.com/en/news/globalinx-buys-land-in-virginia-beach-to-expand-cls-campus,https://www.datacenterdynamics.com/en/news/globalinx-buys-land-in-virginia-beach-to-expand-cls-campus/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-08-18,high,As Virginia Beach officials look to bring in data center moratorium,125.1,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 37.099999999999994, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,False,source daily cap
"Nigerian gov't prepares to deploy 3,700 cell towers from October",https://www.datacenterdynamics.com/en/news/nigerian-govt-prepares-to-deploy-3700-cell-towers-from-october,https://www.datacenterdynamics.com/en/news/nigerian-govt-prepares-to-deploy-3700-cell-towers-from-october/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-08-18,high,Aims to improve connectivity for more than 20 million Nigerians,125.1,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 37.099999999999994, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,False,source daily cap
