title,canonical_url,original_url,source,category,track,author,published_date,date_confidence,summary,score,score_breakdown,topic_cluster,content_type,reading_mode,selected_true_false,exclusion_reason_if_any
Research acceleration: The view inside OpenAI,https://simonwillison.net/2026/Sep/6/research-acceleration-the-view-inside-openai,https://simonwillison.net/2026/Sep/6/research-acceleration-the-view-inside-openai/,Simon Willison,Tech & Engineering,ai-at-large,,2026-09-06,high,"Research acceleration: The view inside OpenAI Apparently today is RSI day at OpenAI, for Recursive Self-Improvement - I think it's their new AGI. Both this piece and the new essay An Alien Mind (by Chief Scientist Jakub Pachocki) talk about it, and this one doesn't even bother to expand the acronym. Included are details on how OpenAI's own research team are using coding agents. Like pretty much everyone else 2026 has been the year that agentic engineering really took off at OpenAI, best illustra",134.4,"{""brevity"": 0, ""category"": 21, ""date_confidence"": 0, ""depth"": 8, ""freshness"": 15, ""keyword"": 40.4, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",AI / Agents / LLMs,Technical essay,Read deeply,True,
Why data center cooling is now business-critical,https://www.datacenterdynamics.com/en/opinions/why-data-center-cooling-is-now-business-critical,https://www.datacenterdynamics.com/en/opinions/why-data-center-cooling-is-now-business-critical/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-09-06,high,Rapid growth of data centers forces operators to rethink thermal fluid management,133.0,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 45, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Strategy analysis,Read deeply,True,
The electrical power problem that will decide the AI race,https://www.datacenterdynamics.com/en/opinions/the-electrical-power-problem-that-will-decide-the-ai-race,https://www.datacenterdynamics.com/en/opinions/the-electrical-power-problem-that-will-decide-the-ai-race/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-09-06,high,America’s data centers are about to draw power on the scale of entire nations,125.1,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 37.099999999999994, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,True,
Weekly Update 520: The Unscripted Edition,https://www.troyhunt.com/weekly-update-520,https://www.troyhunt.com/weekly-update-520/,Troy Hunt,Security & Privacy,ai-at-large,Troy Hunt,2026-09-06,high,"Presently sponsored by: Report URI: Guarding you from rogue JavaScript! Don’t get pwned; get real-time alerts & prevent breaches #SecureYourSiteI&apos;ve started playing around with YouTube&apos;s &quot;create video thumbnail&quot;, which hopefully will give me back a bit of time in my day (it used to be a manual job in Photoshop) and be a bit more interesting. And on that note, the imagery it&",124.7,"{""brevity"": 0, ""category"": 21, ""date_confidence"": 0, ""depth"": 8, ""freshness"": 15, ""keyword"": 36.7, ""release_note"": 0, ""source"": 22.0, ""source_weight"": 22.0}",Security / Privacy,Security alert,Read deeply,True,
Quoting Zach Kehs,https://simonwillison.net/2026/Sep/6/zach-kehs,https://simonwillison.net/2026/Sep/6/zach-kehs/,Simon Willison,Tech & Engineering,ai-at-large,,2026-09-06,high,"If you continue to add floors and rooms to a building forever, it will collapse. Software faces no such constraint. The code can always get worse. There can always be a new layer of indirection or a reduction in performance. &mdash; Zach Kehs, There's No Limit to How Bad Code Can Get Tags: technical-debt",108.7,"{""brevity"": 0, ""category"": 21, ""date_confidence"": 0, ""depth"": 8, ""freshness"": 15, ""keyword"": 14.7, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Technical essay,Read deeply,True,
"Meta AI Has a Native Mac App Now, and It Seems Decent",https://9to5mac.com/2026/08/19/meta-ai-is-now-available-as-a-more-capable-desktop-app-for-mac,https://9to5mac.com/2026/08/19/meta-ai-is-now-available-as-a-more-capable-desktop-app-for-mac/,Daring Fireball,Strategy & Craft,ai-at-large,John Gruber,2026-09-06,high,"Zac Hall, writing for 9to5Mac on August 19: The new Meta AI desktop app is version 1.0 beta at launch and weighs just 16MB once installed. Based on initial inspection, it runs natively on Apple silicon Macs with macOS 15 or later, using an AppKit and SwiftUI shell with WebKit for richer chat content. In other words, this is not an Electron app or a repackaged iPad release. It includes Mac-specific hooks, making the desktop experience more robust than the Meta AI mobile app. Quick Invoke uses Opt",105.5,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 38.5, ""release_note"": 0, ""source"": 17.0, ""source_weight"": 17.0}",Writing / Craft / Taste,Craft essay,Read deeply,True,
Dickover of the Week: Slashdot Put One in Their RSS Feed,https://discourse.netnewswire.com/t/dickover-in-the-slashdot-rss-feed/372,https://discourse.netnewswire.com/t/dickover-in-the-slashdot-rss-feed/372,Daring Fireball,Strategy & Craft,ai-at-large,John Gruber,2026-09-06,high,How does this even happen? Who is this for? What possible purpose could by served by injecting a “We value your privacy” dickover into an RSS feed via iframes in the entry bodies? &nbsp;★&nbsp;,104.8,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 37.8, ""release_note"": 0, ""source"": 17.0, ""source_weight"": 17.0}",Security / Privacy,Strategy analysis,Read deeply,True,
WorkOS: How to Give an Agent a Task Instead of a Token,https://workos.com/blog/delegated-access-for-ai-agents,https://workos.com/blog/delegated-access-for-ai-agents?utm_source=daringfireball&utm_medium=newsletter&utm_campaign=q32026,Daring Fireball,Strategy & Craft,ai-at-large,John Gruber,2026-09-06,high,"My thanks to WorkOS for once again sponsoring Daring Fireball. Give an agent an access token and it spreads: into the context window, into tool call logs, into notes it keeps between steps. Each copy works from anywhere, long after the fact. Relay keeps the credential at WorkOS. Your agent names the user, WorkOS attaches that token, refreshes it, and releases it only to allowlisted hosts. A hijacked agent session is a live process you can kill. Learn how it works at WorkOS’s blog. &nbsp;★&nbsp;",102.0,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 35.0, ""release_note"": 0, ""source"": 17.0, ""source_weight"": 17.0}",AI / Agents / LLMs,Strategy analysis,Read deeply,False,source daily cap
The purpose of DNS is to spread scams,https://simonwillison.net/2026/Sep/6/the-purpose-of-dns-is-to-spread-scams,https://simonwillison.net/2026/Sep/6/the-purpose-of-dns-is-to-spread-scams/,Simon Willison,Tech & Engineering,ai-at-large,,2026-09-06,high,"The purpose of DNS is to spread scams Terence Eden shares some daunting statistics in support of his take that ""the Domain Name System's purpose seems to be a vector for criminals to run scams on people at a terrifyingly high rate"". On this Interisle report (via Andrew Campling), Terence says: It says 85 million new registrations of gTLDs were made in 2025. Of those 8.5 million were added to blocklists by May 2025. It reckons that a 10% abuse rate is the likely floor for these numbers and it's p",94.0,"{""brevity"": 0, ""category"": 21, ""date_confidence"": 0, ""depth"": 8, ""freshness"": 15, ""keyword"": 0.0, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Tech & Engineering,Engineering note,Read deeply,False,source daily cap
There's No Limit to How Bad Code Can Get,https://simonwillison.net/2026/Sep/6/theres-no-limit-to-how-bad-code-can-get,https://simonwillison.net/2026/Sep/6/theres-no-limit-to-how-bad-code-can-get/,Simon Willison,Tech & Engineering,ai-at-large,,2026-09-06,high,"My comment on There&#x27;s No Limit to How Bad Code Can Get &mdash; Lobste.rs.[In reply to a comment about burning it down to start from scratch when technical debt becomes overwhelming] In my experience it's so rare for that to work. You announce the old thing is irrecoverably drowning in tech debt. You spin up a team to rewrite it from scratch. Work begins. Meanwhile the old thing remains a moving target: it's running the core business, so changes are still necessary. The developers working on",94.0,"{""brevity"": 0, ""category"": 21, ""date_confidence"": 0, ""depth"": 8, ""freshness"": 15, ""keyword"": 0.0, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Tech & Engineering,Technical essay,Read deeply,False,source daily cap
