title,canonical_url,original_url,source,category,track,author,published_date,date_confidence,summary,score,score_breakdown,topic_cluster,content_type,reading_mode,selected_true_false,exclusion_reason_if_any
Sponsored: Making data centers ready for AI workloads with rack-level cooling,https://www.datacenterdynamics.com/en/opinions/making-data-centers-ready-for-ai-workloads-with-rack-level-cooling,https://www.datacenterdynamics.com/en/opinions/making-data-centers-ready-for-ai-workloads-with-rack-level-cooling/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-09-12,high,"As AI matures and scales, organizations must decide: Where will these high-density workloads run?",133.0,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 45, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,True,
OpenAI agents attacked RubyGems back in May,https://simonwillison.net/2026/Sep/12/openai-agents-rubygems,https://simonwillison.net/2026/Sep/12/openai-agents-rubygems/,Simon Willison,Tech & Engineering,ai-at-large,,2026-09-12,high,"OpenAI agents carried out an undisclosed attack on RubyGems is a new bombshell report from Spencer Kitts, Thomas Larsen, and Sydney Von Arx - three of the four authors of the report on the agent attack on disused wikis (previously) last week. This time they're noting that it looks very likely that an OpenAI agent swarm was behind an attack against the RubyGems package repository first reported on May 12th by Maciej Mensfeld of the RubyGems security team: We're dealing with a major malicious atta",127.4,"{""brevity"": 0, ""category"": 21, ""date_confidence"": 0, ""depth"": 8, ""freshness"": 15, ""keyword"": 33.4, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",AI / Agents / LLMs,Engineering note,Read deeply,True,
Generating running routes with GPT-6 Astra and ChatGPT Work,https://simonwillison.net/2026/Sep/12/astra-running-routes,https://simonwillison.net/2026/Sep/12/astra-running-routes/,Simon Willison,Tech & Engineering,ai-at-large,,2026-09-12,high,"Here's a neat thing I had ChatGPT Work with GPT-6 Astra (Max) do this morning: I live at &lt;my address&gt;. Figure out 5K and 10K running routes from me that loop from my house. Use OSM data. It worked for 27 minutes and produced exactly what I'd asked for, as both an embedded visualization and downloadable GPX file and GeoJSON files. Here's that 5K route: When I asked it how it had created the route, it replied: I used Nominatim to locate the address and Overpass to download local OpenStreetMa",116.6,"{""brevity"": 0, ""category"": 21, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 30.6, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",AI / Agents / LLMs,Technical essay,Read deeply,True,
Quoting Paul Ford,https://simonwillison.net/2026/Sep/12/paul-ford,https://simonwillison.net/2026/Sep/12/paul-ford/,Simon Willison,Tech & Engineering,ai-at-large,,2026-09-12,high,"For a while, I must admit, it looked as if software developer roles like mine were done for. How could we fight against tireless robots? But our industry is slowly realizing that making truly cutting-edge software still requires humans to think and work together, to maximize their skill sets and to practice their respective crafts. A.I. can write very good software, but it also makes it easy to do someone else’s job badly, which is part of why all those projects fail. Now that everyone can code,",113.8,"{""brevity"": 0, ""category"": 21, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 27.799999999999997, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",AI / Agents / LLMs,Technical essay,Read deeply,False,source daily cap
Tristan Buckmaster’s Statement on Getting Scooped by OpenAI on the Navier-Stokes Problem,https://cims.nyu.edu/~tristanb/statement.pdf,https://cims.nyu.edu/~tristanb/statement.pdf,Daring Fireball,Strategy & Craft,ai-at-large,John Gruber,2026-09-12,high,"Tristan Buckmaster, professor of mathematics at NYU, in his own statement, regarding his and Levent Alpöge’s interactions with employees at OpenAI regarding this week’s math-proof controversy: I asked when the first prompt had been sent by them. This question was not answered directly by OpenAI for some time. Eventually it was agreed that it had been sent in the past few days, after information about our work had reached OpenAI. I asked whether the model had been trained on, or had access to, ou",107.4,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 40.4, ""release_note"": 0, ""source"": 17.0, ""source_weight"": 17.0}",AI / Agents / LLMs,Craft essay,Read deeply,True,
Gary Marcus on This Week in AI Drama,https://garymarcus.substack.com/p/two-dire-warnings-one-from-terence,https://garymarcus.substack.com/p/two-dire-warnings-one-from-terence,Daring Fireball,Strategy & Craft,ai-at-large,John Gruber,2026-09-12,high,"I have been busy with new-iPhone-week stuff, so I haven’t been able to follow either of these stories closely, but Marcus summarizes them both well. First: the drama regarding OpenAI claiming a solution to the Navier-Stokes math problem. In short, OpenAI continues to prove itself to be a company full of cheaters. In this case, they seemingly were willing to tank the company’s reputation to win a math contest. Apparently they spent $23 million in compute to win a contest with a $1 million prize, ",106.5,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 39.49999999999999, ""release_note"": 0, ""source"": 17.0, ""source_weight"": 17.0}",AI / Agents / LLMs,Craft essay,Read deeply,True,
Where Are the AI-Generated Killer Apps?,https://www.nytimes.com/2026/09/12/opinion/ai-software-coding-apps.html?unlocked_article_code=1.AlE.C9EE.H2j5a1eHFUbQ&smid=nytcore-ios-share,https://www.nytimes.com/2026/09/12/opinion/ai-software-coding-apps.html?unlocked_article_code=1.AlE.C9EE.H2j5a1eHFUbQ&smid=nytcore-ios-share,Daring Fireball,Strategy & Craft,ai-at-large,John Gruber,2026-09-12,high,"Paul Ford, writing for The New York Times (gift link): For a while, I must admit, it looked as if software developer roles like mine were done for. How could we fight against tireless robots? But our industry is slowly realizing that making truly cutting-edge software still requires humans to think and work together, to maximize their skill sets and to practice their respective crafts. A.I. can write very good software, but it also makes it easy to do someone else’s job badly, which is part of w",105.5,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 38.5, ""release_note"": 0, ""source"": 17.0, ""source_weight"": 17.0}",Writing / Craft / Taste,Strategy analysis,Read deeply,False,source daily cap
T-Mobile Is Charging $5/Month for iPhone Handoff,https://www.t-mobile.com/news/devices/iphone-18-pro-iphone-duo-apple-watch-release,https://www.t-mobile.com/news/devices/iphone-18-pro-iphone-duo-apple-watch-release,Daring Fireball,Strategy & Craft,ai-at-large,John Gruber,2026-09-12,high,"T-Mobile, in their iPhone 18 Pro / iPhone Duo press release: Plus, T‑Mobile is one of the first to support Apple’s new iPhone Handoff feature, where customers with two compatible iPhone models can use their T‑Mobile number across both devices and choose which phone is active at any given time. The secondary iPhone works seamlessly, including essential T‑Mobile services like calls, texts, data, mobile hotspot, Scam Shield and T-Satellite on eligible plans, allowing customers to get the most from ",102.0,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 35.0, ""release_note"": 0, ""source"": 17.0, ""source_weight"": 17.0}",AI / Agents / LLMs,Craft essay,Read deeply,False,source daily cap
Last Year’s iPhone Share Amongst Users of Widgetsmith,https://mastodon.social/@_Davidsmith/117253170115740653,https://mastodon.social/@_Davidsmith/117253170115740653,Daring Fireball,Strategy & Craft,ai-at-large,John Gruber,2026-09-12,high,"David Smith, developer of the widely-used Widgetsmith, on Mastodon: The eve of iPhone 18 Pro pre-orders seems a good time to look back at the iPhone 17 family’s adoption. Here’s the 17 family data as a percentage of overall usage for Widgetsmith. Generally they followed the usual adoption pattern, and overall did very well ending at around 20% of total usage. With the exception of the Air really struggling to find market share. For comparison the 16 Plus ended its first year at around 1.4% (vs t",93.9,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 26.9, ""release_note"": 0, ""source"": 17.0, ""source_weight"": 17.0}",Strategy / Business Models,Craft essay,Read deeply,False,source daily cap
Unread 5.0,https://www.goldenhillsoftware.com/2026/09/unread-50,https://www.goldenhillsoftware.com/2026/09/unread-50/,Daring Fireball,Strategy & Craft,ai-at-large,John Gruber,2026-09-12,high,"John Brayton: Unread 5.0 is available now from the App Store. This update adds these improvements and more: Improvements around hero images, article list thumbnails, and widget thumbnails Syncing with FreshRSS and Miniflux The ability to quickly mark old articles read I’m a NetNewsWire man personally, but I’ve long admired Unread as a different, very good take on a feed reader. Just a gorgeous app. One of the very best things about RSS is that feed readers take such different shapes and approach",89.4,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 22.4, ""release_note"": 0, ""source"": 17.0, ""source_weight"": 17.0}",Strategy / Business Models,Craft essay,Read deeply,False,source daily cap
Post Peek — Litterbox-Inspired Tweet Viewing Extension for Chrome,https://github.com/tsvb/post-peek,https://github.com/tsvb/post-peek,Daring Fireball,Strategy & Craft,ai-at-large,John Gruber,2026-09-12,high,"Tim VanBenschoten: Post Peek is an independent, open-source project inspired by Litterbox, the Safari extension by Zhenyi Tan (And a Dinosaur). &nbsp;★&nbsp;",89.4,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 22.4, ""release_note"": 0, ""source"": 17.0, ""source_weight"": 17.0}",Strategy / Business Models,Craft essay,Read deeply,False,source daily cap
Yours Truly on Off Protocol With Jim Ray,https://atproto.com/off-protocol/2026-09-11-make-your-own-thing-john-gruber,https://atproto.com/off-protocol/2026-09-11-make-your-own-thing-john-gruber,Daring Fireball,Strategy & Craft,ai-at-large,John Gruber,2026-09-12,high,"My old friend Jim Ray now runs developer relations at Bluesky, and part of that gig is hosting a podcast, Off Protocol (“a show about building a better Internet”). I was delighted to appear as his latest guest. I generally don’t like talking about my career, but I did enjoy talking about it with Jim. He has that effect on people. &nbsp;★&nbsp;",89.4,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 22.4, ""release_note"": 0, ""source"": 17.0, ""source_weight"": 17.0}",Strategy / Business Models,Strategy analysis,Read deeply,False,source daily cap
