title,canonical_url,original_url,source,category,track,author,published_date,date_confidence,summary,score,score_breakdown,topic_cluster,content_type,reading_mode,selected_true_false,exclusion_reason_if_any
"Large data center rumored for Burgenland, Austria",https://www.datacenterdynamics.com/en/news/large-data-center-rumoured-for-burgenland-austria,https://www.datacenterdynamics.com/en/news/large-data-center-rumoured-for-burgenland-austria/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-08-06,high,"Unconfirmed reports suggest a hyperscale facility is to be built outside the town of Nickelsdorf, near the Hungarian border",133.1,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 8, ""freshness"": 15, ""keyword"": 37.099999999999994, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,True,
Sponsored: Data centers and the social license to build,https://www.datacenterdynamics.com/en/opinions/data-centers-and-the-social-license-to-build,https://www.datacenterdynamics.com/en/opinions/data-centers-and-the-social-license-to-build/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-08-06,high,"Community and social impact management is not simply a risk to be mitigated, but an opportunity to build the durable trust and maturity the sector will need",133.0,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 45, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,True,
"JLL: FLAPD on track for record data center growth year, while Middle East pipeline is paused",https://www.datacenterdynamics.com/en/news/jll-flapd-on-track-for-record-data-center-growth-year-while-middle-east-pipeline-is-paused,https://www.datacenterdynamics.com/en/news/jll-flapd-on-track-for-record-data-center-growth-year-while-middle-east-pipeline-is-paused/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-08-06,high,FLAPD markets reach a live capacity of 3.8GW in 1H 2026,133.0,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 45, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,False,source daily cap
Anthropic publicly confirms it is putting together an in-house chip design team,https://www.datacenterdynamics.com/en/news/anthropic-publicly-confirms-its-putting-together-an-in-house-chip-design-team,https://www.datacenterdynamics.com/en/news/anthropic-publicly-confirms-its-putting-together-an-in-house-chip-design-team/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-08-06,high,Rumors AI company was looking to develop its own custom silicon first emerged earlier this year,133.0,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 45, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,False,source daily cap
Redaptive and Recurve launch platform to unlock grid capacity for data centers,https://www.datacenterdynamics.com/en/news/redaptive-and-recurve-launch-platform-to-unlock-grid-capacity-for-data-centers,https://www.datacenterdynamics.com/en/news/redaptive-and-recurve-launch-platform-to-unlock-grid-capacity-for-data-centers/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-08-06,high,Will be based on Recurve's Flex software program,133.0,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 45, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,False,source daily cap
"CBRE: US data center momentum to continue, bolstering restrained construction market",https://www.datacenterdynamics.com/en/news/cbre-us-data-center-momentum-to-continue-bolstering-restrained-construction-market,https://www.datacenterdynamics.com/en/news/cbre-us-data-center-momentum-to-continue-bolstering-restrained-construction-market/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-08-06,high,AI infrastructure is a “key pillar of demand”,133.0,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 45, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,False,source daily cap
Y Combinator-backed Impact Drones to offer missile-intercepting drone service for data centers and grid operators,https://www.datacenterdynamics.com/en/news/y-combinator-backed-impact-drones-launches-offers-missile-intercepting-drone-service-for-data-centers-and-grid-operators,https://www.datacenterdynamics.com/en/news/y-combinator-backed-impact-drones-launches-offers-missile-intercepting-drone-service-for-data-centers-and-grid-operators/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-08-06,high,Following several strikes on data centers in US-Israel and Iran conflict,128.6,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 40.599999999999994, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,False,source daily cap
Partners Group to invest $1bn in AVK to help scale its microgrid offering for data center market,https://www.datacenterdynamics.com/en/news/partners-group-to-invest-1bn-in-avk-to-help-scale-its-microgrid-offering-for-data-center-market,https://www.datacenterdynamics.com/en/news/partners-group-to-invest-1bn-in-avk-to-help-scale-its-microgrid-offering-for-data-center-market/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-08-06,high,Takes a majority stake in the firm,127.0,"{""brevity"": -6, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 45, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,False,source daily cap
Can you really make semiconductors in space?,https://www.datacenterdynamics.com/en/analysis/can-you-really-make-semiconductors-in-space,https://www.datacenterdynamics.com/en/analysis/can-you-really-make-semiconductors-in-space/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-08-06,high,"Making chip materials in orbit is an alluring prospect, but there are many hurdles to overcome",125.1,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 37.099999999999994, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,False,source daily cap
Hisdesat contracts Airbus & Thales Alenia Space on SpainSat NG III after NG II disaster,https://www.datacenterdynamics.com/en/news/hisdesat-contracts-airbus-thales-alenia-space-on-spainsat-ng-iii-after-ng-ii-disaster,https://www.datacenterdynamics.com/en/news/hisdesat-contracts-airbus-thales-alenia-space-on-spainsat-ng-iii-after-ng-ii-disaster/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-08-06,high,"High-profile government-funded geostationary contract predates the 2027 launch of Airbus, Leonardo, and Thales space giant",125.1,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 37.099999999999994, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,False,source daily cap
