title,canonical_url,original_url,source,category,author,published_date,date_confidence,summary,score,score_breakdown,topic_cluster,content_type,reading_mode,selected_true_false,exclusion_reason_if_any
"Allen Pike, Back in November: ‘Why Is ChatGPT for Mac So Good?’",https://allenpike.com/2025/why-is-chatgpt-so-good-claude,https://allenpike.com/2025/why-is-chatgpt-so-good-claude/,Daring Fireball,Strategy & Craft,John Gruber,2026-07-06,high,"Allen Pike, back in November (and corresponding Hacker News thread): Still, I wouldn’t count out the possibility of a change in course here. While mobile is king, desktop is still where work happens. While OpenAI has acquired Sky to double down on desktop, Google has long been all-in on the browser. That leaves Anthropic as the challenger on desktop, with their latest models begging to be paired with well-crafted apps. A few months ago Google launched a native Gemini app for the Mac. A month ago",106.5,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 39.49999999999999, ""release_note"": 0, ""source"": 17.0, ""source_weight"": 17.0}",AI / Agents / LLMs,Strategy analysis,Read deeply,True,
tencent/Hy3,https://simonwillison.net/2026/Jul/6/hy3,https://simonwillison.net/2026/Jul/6/hy3/#atom-everything,Simon Willison,Tech & Engineering,,2026-07-06,high,"tencent/Hy3 New Apache 2.0 licensed model from Tencent in China: Hy3 is a 295B-parameter Mixture-of-Experts (MoE) model with 21B active parameters and 3.8B MTP layer parameters, developed by the Tencent Hy Team. Following the Hy3 Preview launch in late April, we gathered feedback from 50+ products and scaled up post-training with higher quality data. Today, we introduce Hy3, which outperforms similar-size models and rivals flagship open-source models with 2-5x parameters. It also shows significa",104.0,"{""brevity"": 0, ""category"": 21, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 18.0, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",AI / Agents / LLMs,Technical essay,Read deeply,True,
I'm just so bored of AI,https://shkspr.mobi/blog/2026/07/im-just-so-bored-of-ai,https://shkspr.mobi/blog/2026/07/im-just-so-bored-of-ai/,Shkspr.mobi,Strategy & Craft,@edent,2026-07-06,high,"I&#039;m just so bored of talking about AI. It&#039;s like listening to vapers tell me how delicious their flavoured poison is. Did you ever meet someone at university who&#039;d just tried drugs for the first time? Listening to a stoner ramble on about their mystic crystal revelations is amusing for the first five minutes, but quickly gets tiresome. Wow! You got your little computer friend to automate calling …",100.0,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 35.0, ""release_note"": 0, ""source"": 16.0, ""source_weight"": 16.0}",AI / Agents / LLMs,Strategy analysis,Read deeply,True,
Backblaze Versus Dropbox,https://mjtsai.com/blog/2025/12/19/backblaze-no-longer-backs-up-dropbox,https://mjtsai.com/blog/2025/12/19/backblaze-no-longer-backs-up-dropbox/,Daring Fireball,Strategy & Craft,John Gruber,2026-07-06,high,"There’s a been a lot of (justified) concern and consternation over the last year regarding Backblaze — an online backup service whose simple pitch is that it backs up your entire computer, including the startup drive and external drives — and online file storage services like iCloud Drive, Dropbox, Google Drive, and Microsoft OneDrive. Backblaze stopped including the contents of such services in its backups. Michael Tsai (as usual) collected a long list of links regarding this. The whole thing i",93.9,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 26.9, ""release_note"": 0, ""source"": 17.0, ""source_weight"": 17.0}",Strategy / Business Models,Craft essay,Read deeply,True,
★ Apple Should Eliminate the App Icon ‘Squircle Jail’,https://daringfireball.net/2026/07/eliminate_app_icon_squircle_jail,https://daringfireball.net/2026/07/eliminate_app_icon_squircle_jail,Daring Fireball,Strategy & Craft,John Gruber,2026-07-06,high,Shape was often the most iconic thing about an icon. Now it’s no part at all.,89.4,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 22.4, ""release_note"": 0, ""source"": 17.0, ""source_weight"": 17.0}",Strategy / Business Models,Craft essay,Read deeply,False,source daily cap
ATP Member Special: Mac-Assed Mac Apps,https://atp.fm/atp-dev-mac-assed-mac-apps,https://atp.fm/atp-dev-mac-assed-mac-apps,Daring Fireball,Strategy & Craft,John Gruber,2026-07-06,high,"A banger of an Accidental Tech Podcast members-only special, right on time. ATP memberships are just $8/month or $88/year, and the members-only episodes alone are worth the price. They do a great job explaining what makes for a Mac-assed Mac app, but an even better job talking about why users and developers should care about them. &nbsp;★&nbsp;",89.4,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 22.4, ""release_note"": 0, ""source"": 17.0, ""source_weight"": 17.0}",Strategy / Business Models,Strategy analysis,Read deeply,False,source daily cap
"Maestral, the Open Source Splendidly Simple Mac Dropbox Client, Has Been Retired",https://maestral.app/,https://maestral.app/,Daring Fireball,Strategy & Craft,John Gruber,2026-07-06,high,"Maestral developer Sam Schott, on the Maestral website: As of June 2026, Maestral is no longer actively maintained. The current version will continue to work until certificates expire. Schott, on Maestral’s GitHub project page: As of 2026-07-28, this project is archived. It’s been a fun challenge to develop a syncing client, but unfortunately, I find too little time to invest in Maestral these days. I’ve also moved away from using Dropbox myself. Maestral will still remain usable in the medium t",89.4,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 22.4, ""release_note"": 0, ""source"": 17.0, ""source_weight"": 17.0}",Strategy / Business Models,Craft essay,Read deeply,False,source daily cap
"Jason Snell Ends His Column, and 28-Year Run, at Macworld",https://www.macworld.com/article/3175482,https://www.macworld.com/article/3175482,Daring Fireball,Strategy & Craft,John Gruber,2026-07-06,high,"Jason Snell, at Macworld: My first day on the job at Macworld, Apple was perilously close to going out of business. It was the fall of 1997, and Steve Jobs had returned to Apple and engineered the ejection of Gil Amelio as CEO, but there was no iMac yet, no visible turnaround in terms of products at all. Beyond the release of the iconic “Think Different” ad campaign, there was nothing. Apple’s survival hung by a thread. Steve Jobs asked everyone to trust him. At Macworld Expo, he had enlisted Bi",89.4,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 22.4, ""release_note"": 0, ""source"": 17.0, ""source_weight"": 17.0}",Strategy / Business Models,Craft essay,Read deeply,False,source daily cap
sqlite-utils 4.0rc3,https://simonwillison.net/2026/Jul/6/sqlite-utils,https://simonwillison.net/2026/Jul/6/sqlite-utils/#atom-everything,Simon Willison,Tech & Engineering,,2026-07-06,high,"Release: sqlite-utils 4.0rc3 I hoped to release sqlite-utils 4.0 stable this weekend, but as I worked through the backlog of issues and PRs with a combination of Claude Fable 5 and GPT-5.5 the changelog since rc2 kept getting bigger. The biggest new feature is support for introspecting and creating compound foreign keys - a feature that involves a subtle breaking change to table.foreign_keys and hence needed to land for the 4.0 stable release. sqlite-utils also now follows SQLite's convention fo",86.0,"{""brevity"": 0, ""category"": 21, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 0.0, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Tech & Engineering,Engineering note,Read deeply,True,
Markdown Now Has a UTI in Apple’s Version 27 OSes,https://developer.apple.com/documentation/uniformtypeidentifiers/uttype-swift.struct/markdown,https://developer.apple.com/documentation/uniformtypeidentifiers/uttype-swift.struct/markdown,Daring Fireball,Strategy & Craft,John Gruber,2026-07-06,high,"The third developer betas of Apple’s 27 OSes dropped today, and this new page in Apple’s developer documentation drew my attention — a built-in Uniform Type Identifier for Markdown data: UTI: net.daringfireball.markdown Conforms to: public.utf8-plain-text I had previously recommended conforming to public.plain-text but stated that the text encoding should be UTF-8. I’ve updated my own recommendation to public.utf8-plain-text to enshrine the UTF-8 encoding. (Back in 2004 UTF-8 support was far fro",74.4,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 22.4, ""release_note"": -15, ""source"": 17.0, ""source_weight"": 17.0}",Strategy / Business Models,Craft essay,Skim,False,source daily cap
