title,canonical_url,original_url,source,category,track,author,published_date,date_confidence,summary,score,score_breakdown,topic_cluster,content_type,reading_mode,selected_true_false,exclusion_reason_if_any
"DayOne breaks ground on data center in Tokyo, Japan",https://www.datacenterdynamics.com/en/news/dayone-breaks-ground-on-data-center-in-tokyo-japan,https://www.datacenterdynamics.com/en/news/dayone-breaks-ground-on-data-center-in-tokyo-japan/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-09-14,high,Work starts on company's second campus in Japanese capital,130.35,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 42.349999999999994, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,True,
Sponsored: Data center growth is reshaping the insurability question,https://www.datacenterdynamics.com/en/opinions/data-center-growth-is-reshaping-the-insurability-question,https://www.datacenterdynamics.com/en/opinions/data-center-growth-is-reshaping-the-insurability-question/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-09-14,high,"As the data center industry continues to evolve at breakneck pace, how can risk be better understood and capacity structured to support this accelerated growth?",130.35,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 42.349999999999994, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Strategy analysis,Read deeply,True,
Ericsson pairs with Nex-Tech Wireless to launch 5G Standalone in rural Kansas,https://www.datacenterdynamics.com/en/news/ericsson-pairs-with-nex-tech-wireless-to-launch-5g-standalone-in-rural-kansas,https://www.datacenterdynamics.com/en/news/ericsson-pairs-with-nex-tech-wireless-to-launch-5g-standalone-in-rural-kansas/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-09-14,high,As the regional carrier prepares to upgrade vast majority of its RAN,125.1,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 37.099999999999994, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,False,source daily cap
Brookfield to acquire a minority interest in American Real Estate Partners,https://www.datacenterdynamics.com/en/news/brookfield-to-acquire-a-minority-interest-in-american-real-estate-partners,https://www.datacenterdynamics.com/en/news/brookfield-to-acquire-a-minority-interest-in-american-real-estate-partners/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-09-14,high,Parent company of PowerHouse Data Centers gets new investor,125.1,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 37.099999999999994, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,False,source daily cap
Damac and Vodafone launch Turkish data center,https://www.datacenterdynamics.com/en/news/damac-and-vodafone-launch-turkish-data-center,https://www.datacenterdynamics.com/en/news/damac-and-vodafone-launch-turkish-data-center/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-09-14,high,"Facility launches with 4MW, scalable to 20MW",125.1,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 37.099999999999994, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,False,source daily cap
"Edged tops out data centers in Council Bluffs, Iowa",https://www.datacenterdynamics.com/en/news/edged-tops-out-data-centers-in-council-bluffs-iowa,https://www.datacenterdynamics.com/en/news/edged-tops-out-data-centers-in-council-bluffs-iowa/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-09-14,high,Structural work on two buildings at 200MW campus complete,125.1,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 37.099999999999994, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,False,source daily cap
"Construction worker dies after being hit by crane lorry at data center site in Rayong, Thailand",https://www.datacenterdynamics.com/en/news/construction-worker-dies-after-being-hit-by-crane-lorry-at-data-center-site-in-rayong-thailand,https://www.datacenterdynamics.com/en/news/construction-worker-dies-after-being-hit-by-crane-lorry-at-data-center-site-in-rayong-thailand/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-09-14,high,Investigation underway after 36-year-old's death,125.1,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 37.099999999999994, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,False,source daily cap
Villagers tie 5G technician to pole in protest over poor cellular coverage in India,https://www.datacenterdynamics.com/en/news/villagers-tie-5g-technician-to-pole-in-protest-over-poor-cellular-coverage-in-india,https://www.datacenterdynamics.com/en/news/villagers-tie-5g-technician-to-pole-in-protest-over-poor-cellular-coverage-in-india/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-09-14,high,As locals decide that poor mobile coverage means it's ok to restrain technicians looking to fix it,125.1,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 37.099999999999994, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,False,source daily cap
"Digital Realty enters Turkey, plans 22MW facility in Ankara",https://www.datacenterdynamics.com/en/news/digital-realty-enters-turkey-plans-22mw-facility-in-ankara,https://www.datacenterdynamics.com/en/news/digital-realty-enters-turkey-plans-22mw-facility-in-ankara/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-09-14,high,Forms joint venture with local holding company Rönesans,125.1,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 37.099999999999994, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,False,source daily cap
Fujitsu announces Monaka CPU and server will be available from November,https://www.datacenterdynamics.com/en/news/fujitsu-announces-monaka-cpu-and-server-will-be-available-from-november,https://www.datacenterdynamics.com/en/news/fujitsu-announces-monaka-cpu-and-server-will-be-available-from-november/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-09-14,high,Both the CPU and server have been developed and manufactured in Japan,125.1,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 37.099999999999994, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,False,source daily cap
