title,canonical_url,original_url,source,category,author,published_date,date_confidence,summary,score,score_breakdown,topic_cluster,content_type,reading_mode,selected_true_false,exclusion_reason_if_any
Data Transformation Is the CEO’s Business,https://sloanreview.mit.edu/article/data-transformation-is-the-ceos-business,https://sloanreview.mit.edu/article/data-transformation-is-the-ceos-business/,MIT Sloan Review,Strategy & Craft,"Barbara Wixom, Ogi Redzic, Brandon Hootman, Joaquin Rodriguez, Gabriele Piccoli, and Cynthia Beath. Barbara Wixom is a principal research scientist at the MIT Center for Information Systems Research (CISR). Ogi Redzic is a senior vice president and chief digital officer at Caterpillar. Brandon Hootman is vice president of physical AI platforms and AI autonomy at Caterpillar. Joaquin Rodriguez is an assistant professor at the Grenoble Ecole de Management and a research fellow at CISR. Gabriele Piccoli is the Edward G. Schlieder Chair of Information Sciences and a member of the Cultural Computing group at the Center for Computation and Technology at Louisiana State University. Cynthia Beath is a professor emerita at the McCombs School of Business at the University of Texas at Austin.",2026-05-21,high,"Aeriform/Ikon Image The Research The MIT Sloan Center for Information Systems Research ﻿conducted case study research at Caterpillar, a member of the MIT CISR research consortium since 2007. From July 2023 to December 2024, the authors conducted 56 interviews with 42 stakeholders. Interview participants also reviewed the case narrative as it was developed by the [&#8230;]",132.0,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 8, ""freshness"": 15, ""keyword"": 45, ""release_note"": 0, ""source"": 23.0, ""source_weight"": 23.0}",AI / Agents / LLMs,Craft essay,Read deeply,True,
"Alleged Kimwolf Botmaster ‘Dort’ Arrested, Charged in U.S. and Canada",https://krebsonsecurity.com/2026/05/alleged-kimwolf-botmaster-dort-arrested-charged-in-u-s-and-canada,https://krebsonsecurity.com/2026/05/alleged-kimwolf-botmaster-dort-arrested-charged-in-u-s-and-canada/,Krebs on Security,Security & Privacy,BrianKrebs,2026-05-21,high,"Canadian authorities on Wednesday arrested a 23-year-old Ottawa man on suspicion of building and operating Kimwolf, a fast spreading Internet-of-Things botnet that enslaved millions of devices for use in a series of massive distributed denial-of-service (DDoS) attacks over the past six months. KrebsOnSecurity publicly named the suspect in February 2026 after the accused launched a volley of DDoS, doxing and swatting campaigns against this author and a security researcher. He now faces criminal h",123.5,"{""brevity"": 0, ""category"": 21, ""date_confidence"": 0, ""depth"": 8, ""freshness"": 15, ""keyword"": 33.5, ""release_note"": 0, ""source"": 23.0, ""source_weight"": 23.0}",Security / Privacy,Security alert,Read deeply,True,
WSJ: ‘Google Unveils New Gemini AI Agent for Personal Tasks’,https://www.wsj.com/tech/ai/google-unveils-new-gemini-ai-agent-for-personal-tasks-b8093197?st=BFmPev,https://www.wsj.com/tech/ai/google-unveils-new-gemini-ai-agent-for-personal-tasks-b8093197?st=BFmPev,Daring Fireball,Strategy & Craft,John Gruber,2026-05-21,high,"Katherine Blunt and Rolfe Winkler, reporting for The Wall Street Journal from Google I/O (gift link): Google is supercharging its Gemini artificial-intelligence model to become more competitive in the era of agentic AI. The company has started rolling out what it calls Gemini Spark, a personal agent it says is capable of navigating a user’s digital life and acting on his or her behalf. The agent will work across many of Google’s products and run on the company’s cloud infrastructure. [...] The c",120.0,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 8, ""freshness"": 15, ""keyword"": 45, ""release_note"": 0, ""source"": 17.0, ""source_weight"": 17.0}",AI / Agents / LLMs,Craft essay,Read deeply,True,
Datasette Agent,https://simonwillison.net/2026/May/21/datasette-agent,https://simonwillison.net/2026/May/21/datasette-agent/#atom-everything,Simon Willison,Tech & Engineering,,2026-05-21,high,"We just announced the first release of Datasette Agent, a new extensible AI assistant for Datasette. I've been working on my LLM Python library for just over three years now, and Datasette Agent represents the moment that LLM and Datasette finally come together. I'm really excited about it! Datasette Agent provides a conversational interface for asking questions of the data you have stored in Datasette. Add the datasette-agent-charts plugin and it can generate charts of your data as well. The de",118.7,"{""brevity"": 0, ""category"": 21, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 32.7, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",AI / Agents / LLMs,Engineering note,Read deeply,True,
The Verge: ‘The 13 Biggest Announcements at Google I/O 2026’,https://www.theverge.com/tech/933415/google-io-2026-biggest-announcements-ai-gemini?view_token=eyJhbGciOiJIUzI1NiJ9.eyJpZCI6Ik5tNTBSc0hxRXQiLCJwIjoiL3RlY2gvOTMzNDE1L2dvb2dsZS1pby0yMDI2LWJpZ2dlc3QtYW5ub3VuY2VtZW50cy1haS1nZW1pbmkiLCJleHAiOjE3Nzk3NTk5MjQsImlhdCI6MTc3OTMyNzkyNH0.g_JiqbJBfi9YcDT1re8aofzmpb3tcZNwY2jQybgwJL0,https://www.theverge.com/tech/933415/google-io-2026-biggest-announcements-ai-gemini?view_token=eyJhbGciOiJIUzI1NiJ9.eyJpZCI6Ik5tNTBSc0hxRXQiLCJwIjoiL3RlY2gvOTMzNDE1L2dvb2dsZS1pby0yMDI2LWJpZ2dlc3QtYW5ub3VuY2VtZW50cy1haS1nZW1pbmkiLCJleHAiOjE3Nzk3NTk5MjQsImlhdCI6MTc3OTMyNzkyNH0.g_JiqbJBfi9YcDT1re8aofzmpb3tcZNwY2jQybgwJL0,Daring Fireball,Strategy & Craft,John Gruber,2026-05-21,high,"Andrew Liszewski and Stevie Bonifield, writing for The Verge (gift link): Google’s I/O 2026 keynote today was once again full of AI-related announcements including a new family of Gemini 3.5 AI models, new features for Search and Gmail, and updates about its Project Aura smart glasses. If you weren’t able to tune into the event’s livestream today or follow along with our live blog, you can catch up on everything you missed in our roundup below. This roundup was the only way I could really make s",110.0,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 42.99999999999999, ""release_note"": 0, ""source"": 17.0, ""source_weight"": 17.0}",AI / Agents / LLMs,Craft essay,Read deeply,True,
Apple Sports Expands to More Than 90 New Countries on Cusp of World Cup,https://www.apple.com/newsroom/2026/05/apple-sports-expands-to-more-than-90-new-countries-and-regions,https://www.apple.com/newsroom/2026/05/apple-sports-expands-to-more-than-90-new-countries-and-regions/,Daring Fireball,Strategy & Craft,John Gruber,2026-05-21,high,"Apple Newsroom: Apple Sports — the free app for iPhone that gives fans access to real-time scores, stats, and more — is now available to download on the App Store in more than 170 countries and regions around the world, including more than 90 newly added markets. Designed for speed and simplicity, the app delivers a personalized experience, putting fans’ favorite teams and leagues front and center with a simple, intuitive interface designed by Apple. Apple Sports is helping fans get ready for th",97.4,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 30.4, ""release_note"": 0, ""source"": 17.0, ""source_weight"": 17.0}",Strategy / Business Models,Craft essay,Read deeply,False,source daily cap
Apple TV to Broadcast Entire MLS Match Shot Using iPhones,https://www.apple.com/newsroom/2026/05/apple-tv-to-air-first-major-live-pro-sports-event-shot-on-iphone-17-pro,https://www.apple.com/newsroom/2026/05/apple-tv-to-air-first-major-live-pro-sports-event-shot-on-iphone-17-pro/,Daring Fireball,Strategy & Craft,John Gruber,2026-05-21,high,"Speaking of Apple and sports, here’s another one from Apple Newsroom: This Saturday, May 23, Apple TV will present a special live Major League Soccer match captured exclusively on iPhone 17 Pro — marking the first time iPhone will be used to capture the entirety of a major professional live sporting event broadcast. Developed in partnership with MLS, the milestone broadcast will feature the LA Galaxy vs. Houston Dynamo FC, streaming live on Apple TV from Dignity Health Sports Park in Carson, Cal",89.4,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 22.4, ""release_note"": 0, ""source"": 17.0, ""source_weight"": 17.0}",Strategy / Business Models,Craft essay,Read deeply,False,source daily cap
Google I/O Keynote in 54 Seconds,https://x.com/ArtemR/status/2056961743142957143,https://x.com/ArtemR/status/2056961743142957143,Daring Fireball,Strategy & Craft,John Gruber,2026-05-21,high,Tight edit but covers the whole thing. (XCancel link; Threads link.) &nbsp;★&nbsp;,89.4,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 22.4, ""release_note"": 0, ""source"": 17.0, ""source_weight"": 17.0}",Strategy / Business Models,Craft essay,Read deeply,False,source daily cap
‘Geography Is Four-Dimensional’,https://sive.rs/4d,https://sive.rs/4d,Daring Fireball,Strategy & Craft,John Gruber,2026-05-21,high,"Derek Sivers: When someone speaks of a place, you have to ask, “When?” Geography is four-dimensional. You can’t know a place — only a place as it was at a time. Where is bound to when. Unless you are in a place right now, you can only speak of it in past-tense. &nbsp;★&nbsp;",89.4,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 22.4, ""release_note"": 0, ""source"": 17.0, ""source_weight"": 17.0}",Strategy / Business Models,Craft essay,Read deeply,False,source daily cap
datasette-agent 0.1a3,https://simonwillison.net/2026/May/21/datasette-agent-2,https://simonwillison.net/2026/May/21/datasette-agent-2/#atom-everything,Simon Willison,Tech & Engineering,,2026-05-21,high,"Release: datasette-agent 0.1a3 ""View SQL query"" buttons for both visible tables and collapsed SQL result tool calls. Don't display empty reasoning chunks Improved handling of truncated responses - table still displays to the user even if the SQL results were truncated when showing the agent. See Datasette Agent, an extensible AI assistant for Datasette. Tags: datasette, datasette-agent",88.1,"{""brevity"": 0, ""category"": 21, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 17.099999999999998, ""release_note"": -15, ""source"": 25.0, ""source_weight"": 25.0}",AI / Agents / LLMs,Technical essay,Skim,True,
