title,canonical_url,original_url,source,category,author,published_date,date_confidence,summary,score,score_breakdown,topic_cluster,content_type,reading_mode,selected_true_false,exclusion_reason_if_any
Setting a custom price for a model in AgentsView,https://simonwillison.net/2026/Jun/9/agentsview-custom-model-price,https://simonwillison.net/2026/Jun/9/agentsview-custom-model-price/#atom-everything,Simon Willison,Tech & Engineering,,2026-06-09,high,"TIL: Setting a custom price for a model in AgentsView I've been really enjoying AgentsView by Wes McKinney as a tool for exploring my token usage across different coding agents running on my laptop. Claude Fable 5 came out today and wasn't yet included in the pricing database AgentsView uses. I used Fable to reverse-engineer AgentsView and figured out this recipe for setting custom prices. Here's my Claude Fable 5 usage for today so far, plotted by AgentsView as a treemap across my different loc",131.0,"{""brevity"": 0, ""category"": 21, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 45, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",AI / Agents / LLMs,Engineering note,Read deeply,True,
Quoting Andrej Karpathy,https://simonwillison.net/2026/Jun/9/andrej-karpathy,https://simonwillison.net/2026/Jun/9/andrej-karpathy/#atom-everything,Simon Willison,Tech & Engineering,,2026-06-09,high,"I feel a lot of things changing as working software increasingly comes out on a tap. The Jevon's paradox kicks in and I feel my own demand for software growing substantially. You can ask for anything - explainers, visualizers, dashboards, bespoke single-use apps (e.g. a full wandb that is hyper-specific just for your project), you can 10X your test suite, auto-optimize code, run giant research projects with custom HTML for the results, anything! ""Free your mind"" (Matrix ref). &mdash; Andrej Karp",123.7,"{""brevity"": 0, ""category"": 21, ""date_confidence"": 0, ""depth"": 8, ""freshness"": 15, ""keyword"": 29.699999999999996, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",AI / Agents / LLMs,Engineering note,Read deeply,True,
"From the Annals of People Having Knowledge of the Matter, Siri AI Extensions Edition",https://www.bloomberg.com/news/articles/2026-03-26/apple-plans-to-open-up-siri-to-rival-ai-assistants-beyond-chatgpt-in-ios-27,https://www.bloomberg.com/news/articles/2026-03-26/apple-plans-to-open-up-siri-to-rival-ai-assistants-beyond-chatgpt-in-ios-27,Daring Fireball,Strategy & Craft,John Gruber,2026-06-09,high,"Mark Gurman, reporting (?) for Bloomberg two short months ago: Apple Inc. plans to open Siri to outside artificial intelligence assistants, a major move aimed at bolstering the iPhone as an AI platform. The company is preparing to make the change as part of a Siri overhaul in its upcoming iOS 27 operating system update, according to people with knowledge of the matter. The assistant can already tap into ChatGPT through a partnership with OpenAI, but Apple will now allow competing services to do ",119.9,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 8, ""freshness"": 15, ""keyword"": 44.89999999999999, ""release_note"": 0, ""source"": 17.0, ""source_weight"": 17.0}",AI / Agents / LLMs,Craft essay,Read deeply,True,
A Record-Breaking Patch Tuesday for June 2026,https://krebsonsecurity.com/2026/06/a-record-breaking-patch-tuesday-for-june-2026,https://krebsonsecurity.com/2026/06/a-record-breaking-patch-tuesday-for-june-2026/,Krebs on Security,Security & Privacy,BrianKrebs,2026-06-09,high,"Microsoft today released software updates to plug nearly 200 security holes across its Windows operating systems and supported software, a record number of fixes for the company's monthly Patch Tuesday cycle. Nearly three dozen of those bugs earned Microsoft's most dire ""critical"" rating, and exploit code for at least three of the weaknesses is now publicly available.",117.6,"{""brevity"": 0, ""category"": 21, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 35.599999999999994, ""release_note"": 0, ""source"": 23.0, ""source_weight"": 23.0}",Security / Privacy,Security alert,Read deeply,True,
Initial impressions of Claude Fable 5,https://simonwillison.net/2026/Jun/9/claude-fable-5,https://simonwillison.net/2026/Jun/9/claude-fable-5/#atom-everything,Simon Willison,Tech & Engineering,,2026-06-09,high,"I didn't have early access to today's Claude Fable 5 release, but I've spent the past ~5.5 hours putting it through its paces. My initial impressions are that this is something of a beast. It's slow, expensive and has been quite happily churning through everything I've thrown at it so far. As is frequently the case with current frontier models the challenge is finding tasks that it can't do. First, let's review the key characteristics. Anthropic claim that Claude Fable 5 offers the same performa",116.6,"{""brevity"": 0, ""category"": 21, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 30.6, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",AI / Agents / LLMs,Engineering note,Read deeply,False,source daily cap
Apple’s WWDC Announcement of the New Apple Intelligence System,https://www.apple.com/newsroom/2026/06/apple-intelligence-brings-powerful-ai-capabilities-into-everyday-experiences,https://www.apple.com/newsroom/2026/06/apple-intelligence-brings-powerful-ai-capabilities-into-everyday-experiences/,Daring Fireball,Strategy & Craft,John Gruber,2026-06-09,high,"Apple Newsroom: These new capabilities are powered by the next generation of Apple Foundation Models, custom-built in collaboration with Google and its Gemini models for deeply integrated Apple Intelligence experiences. These latest models run on device and on servers using Private Cloud Compute. Every facet of the new Apple Intelligence architecture is built privacy-first, from the latest Apple Foundation Models to the core operating system technologies that integrate these models deep into App",112.0,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 45, ""release_note"": 0, ""source"": 17.0, ""source_weight"": 17.0}",Security / Privacy,Craft essay,Read deeply,True,
[Sponsor] WorkOS Launches auth.md — an Open Protocol for Agent Registration,https://youtu.be/Dqp_b8GHLXU?t=1074,https://youtu.be/Dqp_b8GHLXU?t=1074,Daring Fireball,Strategy & Craft,Daring Fireball Department of Commerce,2026-06-09,high,"Sign-up forms were built for humans in browsers, so how do AI agents programmatically register with services? Enter auth.md. By exposing a single, machine-readable Markdown file at your service root, AI agents can dynamically discover your OAuth Protected Resource Metadata, parse required scopes, and authenticate seamlessly. With native support in WorkOS AuthKit, you can now implement this protocol out of the box, giving AI tools a standardized, secure way to log into your application. Read the ",106.5,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 39.49999999999999, ""release_note"": 0, ""source"": 17.0, ""source_weight"": 17.0}",AI / Agents / LLMs,Strategy analysis,Read deeply,False,source daily cap
Apple OS 27: The Small Things,https://blog.oneberri.com/posts/wwdc26-the-small-things,https://blog.oneberri.com/posts/wwdc26-the-small-things,Daring Fireball,Strategy & Craft,John Gruber,2026-06-09,high,"Rishi Ó: My favorite Apple updates are not the flashy new features, but the quiet little touches: annoyances fixed, workflows made smoother, rough edges sanded down, and longstanding flaws thoughtfully reworked. To me, they’re the clearest sign of a company that cares about its craft. Here’s a collection from a WWDC26 screen-grab, organized for easier reading, on improvements coming later this year. That’s a lot of bullet points. &nbsp;★&nbsp;",103.4,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 36.4, ""release_note"": 0, ""source"": 17.0, ""source_weight"": 17.0}",Enterprise / Automation,Craft essay,Read deeply,False,source daily cap
Apple’s WWDC AI Demos Were Real and in Real Time,https://techcrunch.com/2026/06/08/apples-wwdc-ai-demos-looked-more-real-after-250m-false-ad-settlement,https://techcrunch.com/2026/06/08/apples-wwdc-ai-demos-looked-more-real-after-250m-false-ad-settlement/,Daring Fireball,Strategy & Craft,John Gruber,2026-06-09,high,"Julie Bort, TechCrunch: But the most telling detail wasn’t what Apple announced. It was how it chose to show some things off. Many of the Apple Intelligence demoes featured someone standing, phone in hand, pressing buttons or using voice commands in real time, while another camera showed off the phone’s response. These weren’t live onstage, anything-could-go wrong demos; they were pre-taped. But they looked far more like proof of working features than what Apple showed at WWDC 2024, when the com",102.0,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 35.0, ""release_note"": 0, ""source"": 17.0, ""source_weight"": 17.0}",AI / Agents / LLMs,Strategy analysis,Read deeply,False,source daily cap
Apple Introduces Siri AI,https://www.apple.com/newsroom/2026/06/apple-introduces-siri-ai-a-profoundly-more-capable-and-personal-assistant,https://www.apple.com/newsroom/2026/06/apple-introduces-siri-ai-a-profoundly-more-capable-and-personal-assistant/,Daring Fireball,Strategy & Craft,John Gruber,2026-06-09,high,"Apple Newsroom yesterday: This new version of Siri is built on Apple Intelligence, allowing Siri to draw on personal context understanding and help users find what they need in the moment across messages, emails, photos, and more. For example, users can ask Siri to find a restaurant recommendation a friend messaged them about, surface a hotel confirmation number from an old email, or pull up photos with friends and family from a recent trip. And personal context understanding extends to third-pa",102.0,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 35.0, ""release_note"": 0, ""source"": 17.0, ""source_weight"": 17.0}",AI / Agents / LLMs,Craft essay,Read deeply,False,source daily cap
