title,canonical_url,original_url,source,category,author,published_date,date_confidence,summary,score,score_breakdown,topic_cluster,content_type,reading_mode,selected_true_false,exclusion_reason_if_any
Gurman on Tang Tan and Paul Meade,https://www.bloomberg.com/news/articles/2026-07-11/openai-engineer-s-lol-moment-set-stage-for-legal-fight-with-apple,https://www.bloomberg.com/news/articles/2026-07-11/openai-engineer-s-lol-moment-set-stage-for-legal-fight-with-apple,Daring Fireball,Strategy & Craft,John Gruber,2026-07-11,high,"Mark Gurman, reporting for Bloomberg (paywalled, alas): Apple was quickly alarmed by OpenAI’s recruiting drive, which included poaching senior hardware and design leaders and ravaging several teams across its engineering organizations. The practice continued as recently as June, when OpenAI lured away Apple’s smart glasses chief. That executive, Paul Meade, was quickly shown the door at Apple and not given the opportunity to stay on for a transition period, according to people with knowledge of ",120.0,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 8, ""freshness"": 15, ""keyword"": 45, ""release_note"": 0, ""source"": 17.0, ""source_weight"": 17.0}",Writing / Craft / Taste,Strategy analysis,Read deeply,True,
Can Someone Explain to Me How to Get ‘ChatGPT Classic’?,https://help.openai.com/en/articles/20001276-moving-to-the-new-chatgpt-desktop-app,https://help.openai.com/en/articles/20001276-moving-to-the-new-chatgpt-desktop-app,Daring Fireball,Strategy & Craft,John Gruber,2026-07-11,high,"One more link from OpenAI’s Help Center, this one explaining how to upgrade from the old Mac app to the new “super” app version: Follow the prompt in the app to download the new ChatGPT desktop app. Then sign in with the same ChatGPT account. The new app may install alongside your current app. If both remain installed, you will see: ChatGPT: The new app with Chat, Work, and Codex. ChatGPT Classic: The previous ChatGPT desktop app. You can continue using it; no migration is required at launch. It",106.5,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 39.49999999999999, ""release_note"": 0, ""source"": 17.0, ""source_weight"": 17.0}",AI / Agents / LLMs,Strategy analysis,Read deeply,True,
sqlite-utils 4.1,https://simonwillison.net/2026/Jul/11/sqlite-utils,https://simonwillison.net/2026/Jul/11/sqlite-utils/#atom-everything,Simon Willison,Tech & Engineering,,2026-07-11,high,"Release: sqlite-utils 4.1 The first dot-release since 4.0 a few days ago, introducing a number of minor new features. sqlite-utils insert and sqlite-utils upsert now accept a --code option for providing a block of Python code (or a path to a .py file) that defines a rows() function or rows iterable of rows to insert, as an alternative to importing from a file. (#684) sqlite-utils already had features that allow you to pass blocks of Python code as CLI arguments, for example this one for the sqli",105.95,"{""brevity"": 0, ""category"": 21, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 19.95, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,True,
Newly Renamed Trump Airport in Palm Beach Has an AI Slop Logo,https://futurism.com/artificial-intelligence/trump-airport-logo-ai,https://futurism.com/artificial-intelligence/trump-airport-logo-ai,Daring Fireball,Strategy & Craft,John Gruber,2026-07-11,high,"Frank Landymore, writing for Futurism: Look past its gaudiness, though, and you’ll notice some things that’re a little off in the finer details. The talons are horribly deformed and shaped differently from each other. The entire legs are uneven, too, and the base of them are represented as a strange conglomeration of blobs, which are also inconsistent. In fact, the whole thing is slightly asymmetrical. The wings have an uneven number of feathers. The two olive branches — another error in itself,",105.5,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 38.5, ""release_note"": 0, ""source"": 17.0, ""source_weight"": 17.0}",Writing / Craft / Taste,Craft essay,Read deeply,False,source daily cap
OpenAI Help Center Describes What Is Wrong With the New ChatGPT,https://help.openai.com/en/articles/20001275-chatgpt-work-and-codex,https://help.openai.com/en/articles/20001275-chatgpt-work-and-codex,Daring Fireball,Strategy & Craft,John Gruber,2026-07-11,high,"OpenAI Help Center, “Where Work and Codex are available”: Work is available on ChatGPT web and mobile for eligible paid plans. Work is also available in the ChatGPT desktop app when included for your plan and workspace. Work on web and mobile runs in the cloud. Work in the desktop app can also use local files and desktop apps with your permission. At launch, cloud Work conversations do not appear in desktop Work; desktop Work threads and local files remain on that computer. Codex is available as",102.0,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 35.0, ""release_note"": 0, ""source"": 17.0, ""source_weight"": 17.0}",AI / Agents / LLMs,Craft essay,Read deeply,False,source daily cap
‘No Interest’,https://x.com/drewpusateri/status/2075708238650089981,https://x.com/drewpusateri/status/2075708238650089981,Daring Fireball,Strategy & Craft,John Gruber,2026-07-11,high,"Drew Pusateri, director of communications at OpenAI, on Twitter/X (or XCancel): Our statement in response to this suit: We have no interest in other companies’ trade secrets. We remain focused on building innovative technology that empowers people everywhere. Let’s say I think you stole my wallet. I approach a police officer and tell him my suspicion and describe the evidence that makes me think you have my wallet in your pocket. “Is that his wallet in your pocket?” the cop asks. “I have no inte",102.0,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 35.0, ""release_note"": 0, ""source"": 17.0, ""source_weight"": 17.0}",AI / Agents / LLMs,Craft essay,Read deeply,False,source daily cap
Ice Cold,https://www.threads.com/@alexheath/post/DaoI2jaEioX,https://www.threads.com/@alexheath/post/DaoI2jaEioX,Daring Fireball,Strategy & Craft,John Gruber,2026-07-11,high,"Alex Heath, on Threads: At WWDC, Apple execs I met with were ice-cold when I asked about their OpenAI partnership. Now we know why: Apple just sued OpenAI for allegedly stealing trade secrets related to consumer hardware (Apple and OAI senior leaders are in Sun Valley this week. Yikes!) I noticed the same ice-cold reaction to my questions about ChatGPT and Siri. (In fact, I think Heath and I even talked about it together when we bumped into each other at the end of the day on Monday during WWDC ",102.0,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 35.0, ""release_note"": 0, ""source"": 17.0, ""source_weight"": 17.0}",AI / Agents / LLMs,Strategy analysis,Read deeply,False,source daily cap
X just gave us an interface that AI agents can use. I pointed it at my own posts.,https://lemire.me/blog/2026/07/11/x-just-gave-us-an-interface-that-ai-agents-can-use-i-pointed-it-at-my-own-posts,https://lemire.me/blog/2026/07/11/x-just-gave-us-an-interface-that-ai-agents-can-use-i-pointed-it-at-my-own-posts/,Lemire.me,Tech & Engineering,Daniel Lemire,2026-07-11,high,"I have been on X for a long time. Like most people who post regularly, I have a gut feeling for what might interest people. I post in the morning. Longer posts seem to do better. But gut feelings are not measurements. And until recently, digging into your own posting data meant either clicking around &#8230; Continue reading X just gave us an interface that AI agents can use. I pointed it at my own posts.",91.1,"{""brevity"": 0, ""category"": 21, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 17.099999999999998, ""release_note"": 0, ""source"": 19.0, ""source_weight"": 19.0}",AI / Agents / LLMs,Engineering note,Read deeply,True,
Benedict Evans on the New ‘Super App’ ChatGPT,https://www.threads.com/@benedictevans/post/Dano_uvDr8F,https://www.threads.com/@benedictevans/post/Dano_uvDr8F,Daring Fireball,Strategy & Craft,John Gruber,2026-07-11,high,"Benedict Evans with a succinct review on Threads: Wow, what a total mess. What is the difference between a project, a task and a chat? Why did chats get a crappy floating window but tasks and projects don’t? Why does choosing ‘plugins’ get me ‘templates’? Am I not allowed to finish ‘setup’ if I don’t use Slack or Google Drive? I forget how I made the Setup dickbar disappear despite my not using Slack or Google Drive. It was confusing. It is sometimes observed that in companies dominated by inter",89.4,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 22.4, ""release_note"": 0, ""source"": 17.0, ""source_weight"": 17.0}",Strategy / Business Models,Strategy analysis,Read deeply,False,source daily cap
John Ternus Calls Sam Altman,https://www.youtube.com/watch?v=ClASuxd8jQY,https://www.youtube.com/watch?v=ClASuxd8jQY,Daring Fireball,Strategy & Craft,John Gruber,2026-07-11,high,"“Yeah, who’s this?” “You know who this is.” “Yes I do, yes I do. I sent a guy to deliver the package ... he didn’t call. Is everything alright?” “Tell you what. Forget the money.” &nbsp;★&nbsp;",89.4,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 22.4, ""release_note"": 0, ""source"": 17.0, ""source_weight"": 17.0}",Strategy / Business Models,Craft essay,Read deeply,False,source daily cap
