title,canonical_url,original_url,source,category,track,author,published_date,date_confidence,summary,score,score_breakdown,topic_cluster,content_type,reading_mode,selected_true_false,exclusion_reason_if_any
AI chip startup Rebellions partners with ai& for Japanese AI infrastructure deployment,https://www.datacenterdynamics.com/en/news/ai-chip-startup-rebellions-partners-with-ai-for-japanese-ai-infrastructure-deployment,https://www.datacenterdynamics.com/en/news/ai-chip-startup-rebellions-partners-with-ai-for-japanese-ai-infrastructure-deployment/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-09-17,high,ai&amp; looking to purchase up to 100 units of Rebellions’ RebelRack infrastructure,133.0,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 45, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,True,
Former Global Switch execs to lead AI and cloud infrastructure investment company,https://www.datacenterdynamics.com/en/news/former-global-switch-execs-launch-ai-and-cloud-infrastructure-investment-company,https://www.datacenterdynamics.com/en/news/former-global-switch-execs-launch-ai-and-cloud-infrastructure-investment-company/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-09-17,high,"Backed by private investor, Margaux Platforms",133.0,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 45, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,True,
"Google, Nvidia, and Emerald AI found the AI Energy Management Alliance to support demand response capabilities within the data center sector",https://www.datacenterdynamics.com/en/news/google-nvidia-and-emerald-ai-found-the-ai-energy-management-alliance-to-support-demand-response-capabilities-within-the-data-center-sector,https://www.datacenterdynamics.com/en/news/google-nvidia-and-emerald-ai-found-the-ai-energy-management-alliance-to-support-demand-response-capabilities-within-the-data-center-sector/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-09-17,high,"Joined by a range of launch partners, including Anthropic and RWE",133.0,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 45, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,False,source daily cap
Sponsored: AI infrastructure is not one-size-fits-all,https://www.datacenterdynamics.com/en/marketwatch/ai-infrastructure-is-not-one-size-fits-all,https://www.datacenterdynamics.com/en/marketwatch/ai-infrastructure-is-not-one-size-fits-all/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-09-17,high,Driving value all the way to the Edge via platform-based thinking,133.0,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 45, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,False,source daily cap
Grid congestion cost the US a record $17 billion last year,https://www.latitudemedia.com/news/grid-congestion-cost-the-us-a-record-17-billion-last-year,https://www.latitudemedia.com/news/grid-congestion-cost-the-us-a-record-17-billion-last-year/,Latitude Media,AI Infrastructure,ai-infra,Maeve Allsup,2026-09-17,high,A new report from Grid Strategies quantifies the costs as grid capacity fails to keep up with load growth. The post Grid congestion cost the US a record $17 billion last year appeared first on Latitude Media.,133.0,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 8, ""freshness"": 15, ""keyword"": 45, ""release_note"": 0, ""source"": 21.0, ""source_weight"": 21.0}",Research / Innovation,Engineering note,Read deeply,True,
"Fuel cells, geopolitics, and the solar growth curve",https://www.latitudemedia.com/news/catalyst-fuel-cells-geopolitics-and-the-solar-growth-curve,https://www.latitudemedia.com/news/catalyst-fuel-cells-geopolitics-and-the-solar-growth-curve/,Latitude Media,AI Infrastructure,ai-infra,Shayle Kann,2026-09-17,high,"Host Shayle Kann weighs in on the energy landscape so far this year and explores some underreported trends. The post Fuel cells, geopolitics, and the solar growth curve appeared first on Latitude Media.",133.0,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 8, ""freshness"": 15, ""keyword"": 45, ""release_note"": 0, ""source"": 21.0, ""source_weight"": 21.0}",Software Engineering,Engineering note,Read deeply,True,
Magnora joins venture for Estonia data center project,https://www.datacenterdynamics.com/en/news/magnora-joins-venture-for-estonia-data-center-project,https://www.datacenterdynamics.com/en/news/magnora-joins-venture-for-estonia-data-center-project/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-09-17,high,Partners with renewable energy firm Sunly,128.6,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 40.599999999999994, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,False,source daily cap
The companies that are cooling on gas,https://www.datacenterdynamics.com/en/analysis/the-companies-that-are-cooling-on-gas,https://www.datacenterdynamics.com/en/analysis/the-companies-that-are-cooling-on-gas/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-09-17,high,Data centers could be attached to gas pipelines,125.1,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 37.099999999999994, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,False,source daily cap
Sponsored: What end users are asking for today vs. five years ago – lessons from Luke Skywalker,https://www.datacenterdynamics.com/en/opinions/what-end-users-are-asking-for-today-vs-five-years-ago-lessons-from-luke-skywalker,https://www.datacenterdynamics.com/en/opinions/what-end-users-are-asking-for-today-vs-five-years-ago-lessons-from-luke-skywalker/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-09-17,high,"“A long time ago in a galaxy far, far away…”",125.1,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 37.099999999999994, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,False,source daily cap
800VDC protection in data centers,https://www.datacenterdynamics.com/en/whitepapers/800vdc-protection-in-data-centers,https://www.datacenterdynamics.com/en/whitepapers/800vdc-protection-in-data-centers/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-09-17,high,Unlocking next-gen AI data center efficiency,125.1,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 37.099999999999994, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,False,source daily cap
