title,canonical_url,original_url,source,category,author,published_date,date_confidence,summary,score,score_breakdown,topic_cluster,content_type,reading_mode,selected_true_false,exclusion_reason_if_any
CISA Admin Leaked AWS GovCloud Keys on Github,https://krebsonsecurity.com/2026/05/cisa-admin-leaked-aws-govcloud-keys-on-github,https://krebsonsecurity.com/2026/05/cisa-admin-leaked-aws-govcloud-keys-on-github/,Krebs on Security,Security & Privacy,BrianKrebs,2026-05-18,high,"Until this past weekend, a contractor for the Cybersecurity &#038; Infrastructure Security Agency (CISA) maintained a public GitHub repository that exposed credentials to several highly privileged AWS GovCloud accounts and a large number of internal CISA systems. Security experts said the public archive included files detailing how CISA builds, tests and deploys software internally, and that it represents one of the most egregious government data leaks in recent history.",127.0,"{""brevity"": 0, ""category"": 21, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 45, ""release_note"": 0, ""source"": 23.0, ""source_weight"": 23.0}",Security / Privacy,Security alert,Read deeply,True,
Jury Rejects Elon Musk’s Claim Against Sam Altman in Unanimous Verdict,https://www.nytimes.com/live/2026/05/18/technology/openai-trial-verdict-altman-musk?unlocked_article_code=1.jVA.Cc2V.IwYuu2r4SJfQ,https://www.nytimes.com/live/2026/05/18/technology/openai-trial-verdict-altman-musk?unlocked_article_code=1.jVA.Cc2V.IwYuu2r4SJfQ,Daring Fireball,Strategy & Craft,John Gruber,2026-05-18,high,"Cade Metz and Mike Isaac, reporting for The New York Times (gift link): A nine-person jury found that Elon Musk did not bring his lawsuit against OpenAI and Sam Altman until after the expiration of the three-year statute of limitations. Mr. Musk filed his suit against the $730 billion artificial intelligence start-up in the summer of 2024, but the jury found that he was aware of the behavior discussed in his complaint against OpenAI as far back as 2021. This update quoting Judge Yvonne Gonzalez ",114.5,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 8, ""freshness"": 15, ""keyword"": 39.49999999999999, ""release_note"": 0, ""source"": 17.0, ""source_weight"": 17.0}",AI / Agents / LLMs,Craft essay,Read deeply,True,
"AI Data Centers Are Deeply Unpopular, Across the Political Spectrum",https://news.gallup.com/poll/709772/americans-oppose-data-centers-area.aspx,https://news.gallup.com/poll/709772/americans-oppose-data-centers-area.aspx,Daring Fireball,Strategy & Craft,John Gruber,2026-05-18,high,"Jeffrey M. Jones, Gallup: Seven in 10 Americans oppose constructing data centers for artificial intelligence in their local area, including nearly half, 48%, who are strongly opposed. Barely a quarter favor these projects, with 7% strongly in favor. [...] The data center question parallels the wording Gallup uses to ask about local nuclear power plant construction. In the same March survey, 53% of Americans say they oppose building a nuclear energy plant in their area, far less than the 71% oppo",112.0,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 45, ""release_note"": 0, ""source"": 17.0, ""source_weight"": 17.0}",AI / Agents / LLMs,Craft essay,Read deeply,True,
‘John Appleseed’,https://om.co/2026/04/20/john-appleseed,https://om.co/2026/04/20/john-appleseed/,Daring Fireball,Strategy & Craft,John Gruber,2026-05-18,high,"Here’s a great take from last month re: the Cook/Ternus transition, from Om Malik: When he took over from Steve Jobs in August 2011, Apple’s market capitalization was around $350 billion. As of this morning, it sits near $4 trillion. That is more than a 1,000 percent increase. Revenue went from $108 billion in fiscal 2011 to over $416 billion in fiscal 2025, almost four times bigger. Apple under Cook became the most valuable company in human history, multiple times over. It built Services into a",108.6,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 41.599999999999994, ""release_note"": 0, ""source"": 17.0, ""source_weight"": 17.0}",Strategy / Business Models,Craft essay,Read deeply,False,source daily cap
Existing Stakeholders Have a Say in the Future,https://daringfireball.net/2026/05/ai_is_technology_not_a_product,https://daringfireball.net/2026/05/ai_is_technology_not_a_product,Daring Fireball,Strategy & Craft,John Gruber,2026-05-18,high,"A follow-up point on my “AI Is Technology, Not a Product” column over the weekend. Here’s a repeat of Steven Levy’s argument that John Ternus must direct Apple towards building “a killer AI product”: By the end of this decade, it’s unlikely that people will swipe on their phones to tap on Uber or Lyft. They will just tell their always-on AI agent to get them home. Or that agent will have already figured out where they need to go, and the car will be waiting without the friction of a request. “Th",106.5,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 39.49999999999999, ""release_note"": 0, ""source"": 17.0, ""source_weight"": 17.0}",AI / Agents / LLMs,Craft essay,Read deeply,False,source daily cap
Define ‘Boom’ Please,https://www.nytimes.com/2026/04/21/business/how-apple-became-a-4-trillion-company-under-tim-cook.html?unlocked_article_code=1.jVA.MV8m.0JfUOJOME5WH,https://www.nytimes.com/2026/04/21/business/how-apple-became-a-4-trillion-company-under-tim-cook.html?unlocked_article_code=1.jVA.MV8m.0JfUOJOME5WH,Daring Fireball,Strategy & Craft,John Gruber,2026-05-18,high,"While I’m linking to pieces on Apple’s CEO transition, here’s an annoying tidbit from Tripp Mickle and Karl Russell’s piece for The New York Times, under the headline “Tim Cook Was Very, Very Good at Making Money” (gift link): Even though it has largely missed out on the artificial intelligence boom now lifting the sales of its technology peers, the company’s profits and stock value continue to grow. Which peers have had their “sales lifted” by AI? There’s Nvidia (now the most valuable company i",102.0,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 35.0, ""release_note"": 0, ""source"": 17.0, ""source_weight"": 17.0}",AI / Agents / LLMs,Craft essay,Read deeply,False,source daily cap
"‘AI, “Humanity”, and Dr. Manhattan Syndrome’",https://www.personfamiliar.com/p/ai-humanity-and-dr-manhattan-syndrome,https://www.personfamiliar.com/p/ai-humanity-and-dr-manhattan-syndrome,Daring Fireball,Strategy & Craft,John Gruber,2026-05-18,high,"Jim Prosser, back in February: Let me be clear about causation, because the AI parallel only works if we’re honest about it. The communications failures didn’t kill nuclear power. The disasters did. But two decades of talking over the public meant the industry had built precisely zero reservoir of human-scale trust to draw on when the real crises hit. Nuclear pioneer Alvin Weinberg admitted in 1976 (three years before Three Mile Island) that “the public perception and acceptance of nuclear energ",102.0,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 35.0, ""release_note"": 0, ""source"": 17.0, ""source_weight"": 17.0}",AI / Agents / LLMs,Craft essay,Read deeply,False,source daily cap
The Alaska Permanent Fund as Loose Precedent for AI Data Center ‘UBI’ Payments,https://en.wikipedia.org/wiki/Alaska_Permanent_Fund,https://en.wikipedia.org/wiki/Alaska_Permanent_Fund,Daring Fireball,Strategy & Craft,John Gruber,2026-05-18,high,"Wikipedia: The Alaska Permanent Fund (APF) is a constitutionally established permanent fund and sovereign wealth fund managed by a state-owned corporation, the Alaska Permanent Fund Corporation (APFC). It was established in Alaska in 1976 by Article 9, Section 15 of the Alaska State Constitution under Governor Jay Hammond and Attorney General Avrum Gross. [...] As of 2019, the fund was worth approximately $64 billion that has been funded by oil and mining revenues and has paid out an average of ",102.0,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 35.0, ""release_note"": 0, ""source"": 17.0, ""source_weight"": 17.0}",AI / Agents / LLMs,Craft essay,Read deeply,False,source daily cap
Ted Turner’s Small Apartment Above the Former CNN Center,https://www.youtube.com/watch?v=OUIVs58oyPI,https://www.youtube.com/watch?v=OUIVs58oyPI,Daring Fireball,Strategy & Craft,John Gruber,2026-05-18,high,"Simultaneously audacious and humble, a combination that epitomizes Ted Turner’s entire life. (Shades, too, of Walt Disney’s apartment above the fire department at Disneyland.) &nbsp;★&nbsp;",89.4,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 22.4, ""release_note"": 0, ""source"": 17.0, ""source_weight"": 17.0}",Strategy / Business Models,Craft essay,Read deeply,False,source daily cap
SIMD-accelerated integer-to-string conversion,https://lemire.me/blog/2026/05/18/simd-accelerated-integer-to-string-conversion,https://lemire.me/blog/2026/05/18/simd-accelerated-integer-to-string-conversion/,Lemire.me,Tech & Engineering,Daniel Lemire,2026-05-18,high,"Converting a 64-bit integer to its decimal string representation is a mundane task that shows up everywhere: logging, JSON serialization, CSV output, debug prints, etc. In C++, you might use std::to_chars, sprintf, or some library routine. How do these functions work? At a high level, they repeatedly divide by ten. Start with your integer k. &#8230; Continue reading SIMD-accelerated integer-to-string conversion",59.0,"{""brevity"": 0, ""category"": 21, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 0.0, ""release_note"": -15, ""source"": 19.0, ""source_weight"": 19.0}",Tech & Engineering,Technical essay,Skim,True,
