title,canonical_url,original_url,source,category,author,published_date,date_confidence,summary,score,score_breakdown,topic_cluster,content_type,reading_mode,selected_true_false,exclusion_reason_if_any
April 2026 newsletter,https://simonwillison.net/2026/May/4/april-newsletter,https://simonwillison.net/2026/May/4/april-newsletter/#atom-everything,Simon Willison,Tech & Engineering,,2026-05-04,high,"I just sent out the April edition of my sponsors-only monthly newsletter. If you are a sponsor (or if you start a sponsorship now) you can access it here. In this month's newsletter: Opus 4.7 and GPT-5.5, both with price increases Claude Mythos and LLM security research ChatGPT Images 2.0 More model releases Other highlights from my blog What I'm using, April 2026 edition Here's a copy of the March newsletter as a preview of what you'll get. Pay $10/month to stay a month ahead of the free copy! ",139.0,"{""brevity"": 0, ""category"": 21, ""date_confidence"": 0, ""depth"": 8, ""freshness"": 15, ""keyword"": 45, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",AI / Agents / LLMs,Engineering note,Read deeply,True,
TRE Python binding — ReDoS robustness demo,https://simonwillison.net/2026/May/4/tre-python-binding,https://simonwillison.net/2026/May/4/tre-python-binding/#atom-everything,Simon Willison,Tech & Engineering,,2026-05-04,high,"Research: TRE Python binding — ReDoS robustness demo If it's good enough for antirez to add to Redis I figured Ville Laurikari's TRE regular expression engine was worth exploring in a little more detail. I had Claude Code build an experimental Python binding (it used ctypes) and try some malicious regular expression attacks against the library. TRE handles those much better than Python's standard library implementation, thanks mainly to the lack of support for backtracking. Tags: security, pytho",139.0,"{""brevity"": 0, ""category"": 21, ""date_confidence"": 0, ""depth"": 8, ""freshness"": 15, ""keyword"": 45, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Research / Innovation,Engineering note,Read deeply,True,
The Innovation Advantage GenAI Can’t Give You,https://sloanreview.mit.edu/article/the-innovation-advantage-genai-cant-give-you,https://sloanreview.mit.edu/article/the-innovation-advantage-genai-cant-give-you/,MIT Sloan Review,Strategy & Craft,"David Schonthal. David Schonthal is a clinical professor of strategy, innovation, and entrepreneurship at Northwestern University’s Kellogg School of Management and coauthor of The Human Element: Overcoming the Resistance That Awaits New Ideas (Wiley, 2021).",2026-05-04,high,"Eliot Wyatt/Ikon Images For most of modern business times, competitive advantage belonged to whoever had the best ideas. Better ideas meant better products, which meant more customers, which meant more revenue and profit. The entire innovation industry — consultancies, design firms, brainstorming retreats fueled by sticky notes and gallons of La Croix — was built [&#8230;]",124.0,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 45, ""release_note"": 0, ""source"": 23.0, ""source_weight"": 23.0}",AI / Agents / LLMs,Craft essay,Read deeply,True,
"Anthropic Executive, One Year Ago: Fully AI Employees Are a Year Away",https://www.axios.com/2025/04/22/ai-anthropic-virtual-employees-security,https://www.axios.com/2025/04/22/ai-anthropic-virtual-employees-security,Daring Fireball,Strategy & Craft,John Gruber,2026-05-04,high,"Sam Sabin, writing for Axios one year ago: Anthropic expects AI-powered virtual employees to begin roaming corporate networks in the next year, the company’s top security leader told Axios in an interview this week. [...] Virtual employees could be the next AI innovation hotbed, Jason Clinton, the company’s chief information security officer, told Axios. Agents typically focus on a specific, programmable task. In security, that’s meant having autonomous agents respond to phishing alerts and othe",112.0,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 45, ""release_note"": 0, ""source"": 17.0, ""source_weight"": 17.0}",AI / Agents / LLMs,Craft essay,Read deeply,True,
Commits on GitHub Are Up 14× Year-Over-Year,https://daringfireball.net/linked/2026/03/13/amodei-ai-code-claim-chowder,https://daringfireball.net/linked/2026/03/13/amodei-ai-code-claim-chowder,Daring Fireball,Strategy & Craft,John Gruber,2026-05-04,high,"Two months ago, revisiting Anthropic CEO Dario Amodei’s year-prior prediction that AI would soon be writing 90+ percent of all programming code, I wrote: But where I think Amodei’s remarks, quoted above, are facile is that it hasn’t played out as simply that lines of code that would have been written by human programmers are now generated by AI models. That’s part of it, for sure. But what’s revolutionary — a topic I’ve been posting about twice already today — is that AI code generation tools ar",112.0,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 45, ""release_note"": 0, ""source"": 17.0, ""source_weight"": 17.0}",AI / Agents / LLMs,Craft essay,Read deeply,True,
[RSS Club] Where are you from?,https://shkspr.mobi/blog/2026/05/rss-club-where-are-you-from,https://shkspr.mobi/blog/2026/05/rss-club-where-are-you-from/,Shkspr.mobi,Strategy & Craft,@edent,2026-05-04,high,"Psssst! This top secret post is only available to RSS subscribers! A little while ago I added some locally hosted, privacy first stats to my blog. Using an offline GeoIP service I can get a very rough idea of where visitors are from. It doesn&#039;t deal with people using a VPN, or their mobile roaming to a different country, or rapid changes in IP allocation - but it&#039;s good enough for my purposes. …",110.0,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 45, ""release_note"": 0, ""source"": 16.0, ""source_weight"": 16.0}",Security / Privacy,Craft essay,Read deeply,True,
Google Owns a Big Chunk of Anthropic,https://www.nytimes.com/2025/03/11/technology/google-investment-anthropic.html?unlocked_article_code=1.f1A.eSTf.D5ECvk6f4DZ7,https://www.nytimes.com/2025/03/11/technology/google-investment-anthropic.html?unlocked_article_code=1.f1A.eSTf.D5ECvk6f4DZ7,Daring Fireball,Strategy & Craft,John Gruber,2026-05-04,high,"The New York Times, back in March last year (gift link): To win the artificial intelligence race, Google not only has developed its own technologies, but has also pumped money into prominent A.I. start-ups. And to preserve its competitive edge, Google has kept its ownership stakes in those start-ups a secret. Court documents recently obtained by The New York Times reveal Google’s stake in one of those start-ups, Anthropic, as well as how its investment in the young company is set to change. Goog",106.5,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 39.49999999999999, ""release_note"": 0, ""source"": 17.0, ""source_weight"": 17.0}",AI / Agents / LLMs,Strategy analysis,Read deeply,False,source daily cap
ScopeXR — Cataract Surgery Using Apple Vision Pro Mixed Reality,https://www.prnewswire.com/news-releases/sightmds-dr-eric-rosenberg-becomes-first-surgeon-in-the-world-to-perform-cataract-surgery-using-apple-vision-pro-mixed-reality-302754311.html,https://www.prnewswire.com/news-releases/sightmds-dr-eric-rosenberg-becomes-first-surgeon-in-the-world-to-perform-cataract-surgery-using-apple-vision-pro-mixed-reality-302754311.html,Daring Fireball,Strategy & Craft,John Gruber,2026-05-04,high,"Press release last week: SightMD, a leading ophthalmology practice in the greater New England area, today announced a historic milestone in surgical innovation. Dr. Eric Rosenberg, DO, MSE, has become the first surgeon in the world to successfully perform cataract surgery using the Apple Vision Pro, powered by ScopeXR, a groundbreaking mixed reality surgical platform co-developed by Dr. Rosenberg. The initial procedure was successfully completed in October 2025, and since that time, Dr. Rosenber",106.5,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 39.49999999999999, ""release_note"": 0, ""source"": 17.0, ""source_weight"": 17.0}",Strategy / Business Models,Craft essay,Read deeply,False,source daily cap
"X, the Platform of Free Speech",https://bsky.app/profile/gilduran.com/post/3mky5taqg3222,https://bsky.app/profile/gilduran.com/post/3mky5taqg3222,Daring Fireball,Strategy & Craft,John Gruber,2026-05-04,high,"Gil Durán, posting on Bluesky: It’s official! I’m permanently banned from X for tweeting “TLDR: Fascism.” (appeal denied) “TLDR: Fascism” was Durán’s two-word response to this 1,000-word essay from Palantir describing their vision for a “Technological Republic”. (Alternative link to essay if you don’t want to visit x.com.) Getting perma-banned from Twitter/X by Elon Musk gives Durán a nice Streisand-effect boost to promote his upcoming new book, The Nerd Reich. If the book is even half as good a",105.4,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 8, ""freshness"": 15, ""keyword"": 30.4, ""release_note"": 0, ""source"": 17.0, ""source_weight"": 17.0}",Strategy / Business Models,Strategy analysis,Read deeply,False,source daily cap
Granite 4.1 3B SVG Pelican Gallery,https://simonwillison.net/2026/May/4/granite-41-3b-svg-pelican-gallery,https://simonwillison.net/2026/May/4/granite-41-3b-svg-pelican-gallery/#atom-everything,Simon Willison,Tech & Engineering,,2026-05-04,high,"Granite 4.1 3B SVG Pelican Gallery IBM released their Granite 4.1 family of LLMs a few days ago. They're Apache 2.0 licensed and come in 3B, 8B and 30B sizes. Granite 4.1 LLMs: How They’re Built by Granite team member Yousaf Shah describes the training process in detail. Unsloth released the unsloth/granite-4.1-3b-GGUF collection of GGUF encoded quantized variants of the 3B model - 21 different model files ranging in size from 1.2GB to 6.34GB. All 21 of those Unsloth files add up to 51.3GB, whic",104.0,"{""brevity"": 0, ""category"": 21, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 18.0, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",AI / Agents / LLMs,Technical essay,Read deeply,False,source daily cap
