title,canonical_url,original_url,source,category,track,author,published_date,date_confidence,summary,score,score_breakdown,topic_cluster,content_type,reading_mode,selected_true_false,exclusion_reason_if_any
India mulls removal of legacy Chinese telecoms kit - report,https://www.datacenterdynamics.com/en/news/india-mulls-removal-of-legacy-chinese-telecoms-kit-report,https://www.datacenterdynamics.com/en/news/india-mulls-removal-of-legacy-chinese-telecoms-kit-report/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-09-03,high,Could India become the latest market to rip and replace Chinese telecoms equipment?,141.0,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 8, ""freshness"": 15, ""keyword"": 45, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,True,
GoPro to enter AI data center market via merger with optical photonics company,https://www.datacenterdynamics.com/en/news/gopro-to-enter-ai-data-center-market-via-merger-with-optical-photonics-company,https://www.datacenterdynamics.com/en/news/gopro-to-enter-ai-data-center-market-via-merger-with-optical-photonics-company/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-09-03,high,Company has entered into a merger agreement with Action Acquisitions and Starman Optical,133.0,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 45, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,True,
"Equinix, Together AI, Nvidia partner on Inference Exchange",https://www.datacenterdynamics.com/en/news/equinix-together-ai-nvidia-partner-on-inference-exchange,https://www.datacenterdynamics.com/en/news/equinix-together-ai-nvidia-partner-on-inference-exchange/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-09-03,high,"Aims to give enterprises access to secure, low-latency AI inferencing",133.0,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 45, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,False,source daily cap
Former cryptomining startup Velaura AI raises $110m for its ultra-low power offerings,https://www.datacenterdynamics.com/en/news/former-cryptomining-startup-velaura-ai-raises-110m-for-its-ultra-low-power-offerings,https://www.datacenterdynamics.com/en/news/former-cryptomining-startup-velaura-ai-raises-110m-for-its-ultra-low-power-offerings/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-09-03,high,Latest fundraise values company at more than $1bn,133.0,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 45, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,False,source daily cap
Sponsored: New nanofluid delivers measurable improvements in data center cooling tests,https://www.datacenterdynamics.com/en/opinions/new-nanofluid-delivers-measurable-improvements-in-data-center-cooling-tests,https://www.datacenterdynamics.com/en/opinions/new-nanofluid-delivers-measurable-improvements-in-data-center-cooling-tests/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-09-03,high,"As rack power densities continue to increase across hyperscale, neocloud, and enterprise data centers, operators are under growing pressure to improve cooling performance while reducing energy consumption",133.0,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 45, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,False,source daily cap
GPT‑6 Astra,https://simonwillison.net/2026/Sep/3/gpt6-astra,https://simonwillison.net/2026/Sep/3/gpt6-astra/,Simon Willison,Tech & Engineering,ai-at-large,,2026-09-03,high,"GPT‑6 Astra GPT-6 Astra is ""rolling out today to a limited set of organizations and over the coming days will become available to all ChatGPT Plus, Pro, Business, and Enterprise users, as well as through the OpenAI API and AWS"" - I've not tried it yet myself, so I don't have a great deal to say about it yet. It's going to be API priced at the same rate as Claude Fable 5 and 5.1: $10/million input and $50/million output. This is clearly OpenAI's Fable competitor, and appears to score higher than ",131.0,"{""brevity"": 0, ""category"": 21, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 45, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",AI / Agents / LLMs,Engineering note,Read deeply,True,
"California lawmakers pass data center ratepayer protection bills, send to governor for approval",https://www.datacenterdynamics.com/en/news/california-lawmakers-pass-data-center-ratepayer-protection-bills-send-to-governor-for-approval,https://www.datacenterdynamics.com/en/news/california-lawmakers-pass-data-center-ratepayer-protection-bills-send-to-governor-for-approval/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-09-03,high,"If passed, the legislation would create separate electricity tariffs for large data centers",128.6,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 40.599999999999994, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,False,source daily cap
"SB Energy files for IPO, targeting a raise of $5-7bn",https://www.datacenterdynamics.com/en/news/sb-energy-files-for-ipo-targeting-a-raise-of-5-7bn,https://www.datacenterdynamics.com/en/news/sb-energy-files-for-ipo-targeting-a-raise-of-5-7bn/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-09-03,high,Would value the company at approximately $50bn,128.6,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 40.599999999999994, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,False,source daily cap
Hyperscale Data ends cryptomining operations at Michigan data center,https://www.datacenterdynamics.com/en/news/hyperscale-data-ends-cryptomining-operations-at-michigan-data-center,https://www.datacenterdynamics.com/en/news/hyperscale-data-ends-cryptomining-operations-at-michigan-data-center/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-09-03,high,In preparation for incoming neocloud customer,125.1,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 37.099999999999994, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,False,source daily cap
VodafoneThree unveils SuperMobile 5G+ national network slice service,https://www.datacenterdynamics.com/en/news/vodafonethree-unveils-supermobile-5g-national-network-slice-service,https://www.datacenterdynamics.com/en/news/vodafonethree-unveils-supermobile-5g-national-network-slice-service/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-09-03,high,"As carrier teases a dedicated national critical slice for next year, plus VodafoneTV service",125.1,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 37.099999999999994, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,False,source daily cap
