title,canonical_url,original_url,source,category,track,author,published_date,date_confidence,summary,score,score_breakdown,topic_cluster,content_type,reading_mode,selected_true_false,exclusion_reason_if_any
GitHub Models is now retired,https://simonwillison.net/2026/Aug/9/github-models-is-now-retired,https://simonwillison.net/2026/Aug/9/github-models-is-now-retired/#atom-everything,Simon Willison,Tech & Engineering,ai-at-large,,2026-08-09,high,"GitHub Models is now retired I missed this news until today, when the GitHub Actions run for my simonw/research repository failed with this error message: GitHub Models is temporarily unavailable as part of a scheduled retirement brownout. That message is already stale, because the retirement has been completed. GitHub Models was an odd-shaped duck. GitHub provided a model playground tool and a unified API across a bunch of different LLM providers, with the biggest benefit being that code runnin",139.0,"{""brevity"": 0, ""category"": 21, ""date_confidence"": 0, ""depth"": 8, ""freshness"": 15, ""keyword"": 45, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",AI / Agents / LLMs,Engineering note,Read deeply,True,
SQLite compressed text-history prototypes,https://simonwillison.net/2026/Aug/9/sqlite-text-history-prototype,https://simonwillison.net/2026/Aug/9/sqlite-text-history-prototype/#atom-everything,Simon Willison,Tech & Engineering,ai-at-large,,2026-08-09,high,"Research: SQLite compressed text-history prototypes I'm perennially interested in options for storing revision histories in relational databases. While out on a dog walk I had a new idea: how about taking the full text of every prior version in a big JSON array of strings and then applying zlib or zstd compression to the whole thing? Surely that would compress really well due to all of the repeated strings. The new GPT‑Live voice mode in the ChatGPT iPhone app has got really good, so I discussed",121.3,"{""brevity"": 0, ""category"": 21, ""date_confidence"": 0, ""depth"": 8, ""freshness"": 15, ""keyword"": 27.299999999999997, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Technical essay,Read deeply,True,
Community benefit agreements are essential to data center success,https://www.datacenterdynamics.com/en/opinions/community-benefit-agreements-are-essential-to-data-center-success,https://www.datacenterdynamics.com/en/opinions/community-benefit-agreements-are-essential-to-data-center-success/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-08-09,high,The roadmap to being a good neighbor,119.1,"{""brevity"": -6, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 37.099999999999994, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,True,
WorkOS: Connect Your Agents to Your API,https://workos.com/blog/mcp-vs-rest,https://workos.com/blog/mcp-vs-rest?utm_source=daringfireball&utm_medium=newsletter&utm_campaign=q32026,Daring Fireball,Strategy & Craft,ai-at-large,John Gruber,2026-08-09,high,"My thanks to WorkOS for, once again, sponsoring DF last week. What’s the best way to connect AI agents to your API? REST is great for human developers; MCP serves the agents. Many teams treat REST and MCP as competing standards, and through choice or necessity, pick one. But they ought not be considered rivals. They’re separate layers. Most MCP servers just call REST internally to do the real work. The best ones don’t convert every endpoint into a tool, they focus on what the agents are actually",112.0,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 45, ""release_note"": 0, ""source"": 17.0, ""source_weight"": 17.0}",AI / Agents / LLMs,Craft essay,Read deeply,True,
Quoting Claude Opus 5 system prompt,https://simonwillison.net/2026/Aug/9/claude-opus-5-system-prompt,https://simonwillison.net/2026/Aug/9/claude-opus-5-system-prompt/#atom-everything,Simon Willison,Tech & Engineering,ai-at-large,,2026-08-09,high,"Claude Fable 5 and Claude Mythos 5 were first released on June 9, 2026. On June 12, 2026, Anthropic suspended access to both models to comply with U.S. Department of Commerce export controls; the Department lifted those controls on June 30, 2026, and Anthropic restored access on July 1, 2026 (Anthropic's statement: https://www.anthropic.com/news/fable-mythos-access). These events are after Claude's training-data cutoff, so Claude knows about them only from this notice. If asked, Claude confirms ",104.0,"{""brevity"": 0, ""category"": 21, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 18.0, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",AI / Agents / LLMs,Engineering note,Read deeply,False,source daily cap
"★ Retraction: The App Store Rejection of the Week That Was, in Fact, a Correct Rejection",https://daringfireball.net/2026/08/retraction_app_store_rejection_of_the_week,https://daringfireball.net/2026/08/retraction_app_store_rejection_of_the_week,Daring Fireball,Strategy & Craft,ai-at-large,John Gruber,2026-08-09,high,"My disdain for astrology is so utter, and my esteem for Godier’s previous work so high, that it simply never occurred to me that he might have actually made and submitted to the App Store an astrology app, let alone that he’d then feign surprise and frustration that an astrology app was rejected for being an astrology app.",89.4,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 22.4, ""release_note"": 0, ""source"": 17.0, ""source_weight"": 17.0}",Strategy / Business Models,Craft essay,Read deeply,True,
Edinburgh Fringe - Heated Rivalry: The Musical Parody! ★★★★★,https://shkspr.mobi/blog/2026/08/edinburgh-fringe-heated-rivalry-the-musical-parody,https://shkspr.mobi/blog/2026/08/edinburgh-fringe-heated-rivalry-the-musical-parody/,Shkspr.mobi,Strategy & Craft,ai-at-large,@edent,2026-08-09,high,"By my count there are at least three ""Heated Rivalry"" musical parodies on at the Fringe this year. The zeitgeist skates to where the puck was six months ago, I guess! There&#039;s also a live version of a HR podcast if you just can&#039;t get enough of their wacky ice-capades. Just how much sexy-hockey can one city take? Produced by Quick and Funny Musicals, an American company specialising in cash-ins …",87.4,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 22.4, ""release_note"": 0, ""source"": 16.0, ""source_weight"": 16.0}",Strategy / Business Models,Strategy analysis,Read deeply,True,
Edinburgh Fringe: 4 Aussies For Aussies - The Raging Bull ★★⯪☆☆,https://shkspr.mobi/blog/2026/08/edinburgh-fringe-4-aussies-for-aussies-the-raging-bull,https://shkspr.mobi/blog/2026/08/edinburgh-fringe-4-aussies-for-aussies-the-raging-bull/,Shkspr.mobi,Strategy & Craft,ai-at-large,@edent,2026-08-09,high,Our first show at the Fringe! Caught by a rainstorm (in Scotland?!?!?) the app said this was the nearest comedy show to our sodden carcasses and it was free pay what you want! This is bang-average stand-up. That isn&#039;t to disparage it at all. Four Australian blokes each doing 15 minutes of material - nothing particularly avant-garde or challenging. Just some decently funny (albeit well worn)…,87.4,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 22.4, ""release_note"": 0, ""source"": 16.0, ""source_weight"": 16.0}",Strategy / Business Models,Strategy analysis,Read deeply,True,
Profile-guided optimization in Go,https://lemire.me/blog/2026/08/09/profile-guided-optimization-in-go,https://lemire.me/blog/2026/08/09/profile-guided-optimization-in-go/,Lemire.me,Tech & Engineering,ai-at-large,Daniel Lemire,2026-08-09,high,"When a compiler optimizes your program, it has to guess. Which functions are worth inlining? Which side of a branch is the common one? Which method does this interface call actually reach? At compile time it cannot know, so it uses heuristics. Profile-guided optimization (PGO) replaces the guessing with measurement: you run your program, record &#8230; Continue reading Profile-guided optimization in Go",74.0,"{""brevity"": 0, ""category"": 21, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 0.0, ""release_note"": 0, ""source"": 19.0, ""source_weight"": 19.0}",Tech & Engineering,Engineering note,Read deeply,True,
Against Doomerism,https://shkspr.mobi/blog/2026/08/against-doomerism,https://shkspr.mobi/blog/2026/08/against-doomerism/,Shkspr.mobi,Strategy & Craft,ai-at-large,@edent,2026-08-09,high,"There&#039;s a certain strain of commentator who is just sure that nothing can ever get better. In amongst all the hullaballoo about the UK potentially banning under 16s from social media, I saw a prominent historian say: i assume banning kids from social media will be accompanied by a huge investment in teen-friendly communtiy [sic] spaces (like youth clubs) and social activities? No? Huh. But,…",67.4,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 22.4, ""release_note"": 0, ""same_source_sequence"": -20, ""source"": 16.0, ""source_weight"": 16.0}",Strategy / Business Models,Craft essay,Read deeply,True,
