title,canonical_url,original_url,source,category,track,author,published_date,date_confidence,summary,score,score_breakdown,topic_cluster,content_type,reading_mode,selected_true_false,exclusion_reason_if_any
Quoting Calif Research,https://simonwillison.net/2026/Sep/10/calif-research,https://simonwillison.net/2026/Sep/10/calif-research/,Simon Willison,Tech & Engineering,ai-at-large,,2026-09-10,high,"Today, we're releasing a demo of WeWorm, the first zero-click worm to spread through WeChat calls across iOS and Android. [...] The victim does not need to answer the call, or interact with their phone at all. Even if they do answer, they hear nothing, and the exploit still succeeds. [...] Working with AI, our team found the bug and wrote the first remote code execution (RCE) exploit in about two days. Building the worm took one more week. A worm at this scale used to be the kind of thing that t",139.0,"{""brevity"": 0, ""category"": 21, ""date_confidence"": 0, ""depth"": 8, ""freshness"": 15, ""keyword"": 45, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",AI / Agents / LLMs,Engineering note,Read deeply,True,
Nvidia’s Groq deal facing DOJ probe amid regulator scrutiny into acqui-hires: report,https://www.datacenterdynamics.com/en/news/nvidias-groq-deal-facing-doj-probe-amid-regulator-scrutiny-into-acqui-hires-report,https://www.datacenterdynamics.com/en/news/nvidias-groq-deal-facing-doj-probe-amid-regulator-scrutiny-into-acqui-hires-report/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-09-10,high,Justice Department investigation joins FTC inquiry into potential de facto big tech mergers,133.1,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 8, ""freshness"": 15, ""keyword"": 37.099999999999994, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,True,
Forget about TDP,https://www.datacenterdynamics.com/en/analysis/forget-about-tdp,https://www.datacenterdynamics.com/en/analysis/forget-about-tdp/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-09-10,high,"CoolIT’s CTO argues thermal design power is a solved challenge, and that there are more pressing concerns",133.0,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 45, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,True,
"VodafoneThree, Nokia make progress on advanced 5G site rollout in UK",https://www.datacenterdynamics.com/en/news/vodafonethree-nokia-make-progress-on-advanced-5g-site-rollout-in-uk,https://www.datacenterdynamics.com/en/news/vodafonethree-nokia-make-progress-on-advanced-5g-site-rollout-in-uk/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-09-10,high,"After signing a long-term partnership last year, VodafoneThree has activated the first 100 advanced 5G radio sites supported by Nokia",133.0,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 45, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,False,source daily cap
Parallel Works and CoreWeave partner on cloud platform for DARPA,https://www.datacenterdynamics.com/en/news/parallel-works-and-coreweave-partner-on-cloud-platform-for-darpa,https://www.datacenterdynamics.com/en/news/parallel-works-and-coreweave-partner-on-cloud-platform-for-darpa/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-09-10,high,Jointly develop managed AI and HPC platform for the NODES program,133.0,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 45, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,False,source daily cap
"Sponsored: The hidden capacity inside aging data centers: Uncovering performance, capacity, and capital through efficiency",https://www.datacenterdynamics.com/en/opinions/the-hidden-capacity-inside-aging-data-centers-uncovering-performance-capacity-and-capital-through-efficiency,https://www.datacenterdynamics.com/en/opinions/the-hidden-capacity-inside-aging-data-centers-uncovering-performance-capacity-and-capital-through-efficiency/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-09-10,high,"In a world where power has become the ultimate currency, you can no longer afford to waste it",131.4,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 43.4, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,False,source daily cap
"Loft Orbital, Marlan Space, and Mistral sign $1bn deal to put compute in space",https://www.datacenterdynamics.com/en/news/loft-orbital-marlan-space-and-mistral-sign-1bn-deal-to-put-compute-in-space,https://www.datacenterdynamics.com/en/news/loft-orbital-marlan-space-and-mistral-sign-1bn-deal-to-put-compute-in-space/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-09-10,high,Will launch constellation of 50 satellites,125.1,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 37.099999999999994, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,False,source daily cap
"Film studio turned data center project gets approval in High Wycombe, UK",https://www.datacenterdynamics.com/en/news/film-studio-turned-data-center-project-gets-approval-in-high-wycombe-uk,https://www.datacenterdynamics.com/en/news/film-studio-turned-data-center-project-gets-approval-in-high-wycombe-uk/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-09-10,high,"Passes planning permission, subject to conditions",125.1,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 37.099999999999994, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,False,source daily cap
Ericsson deploys private 5G network at Minneapolis-St. Paul International Airport,https://www.datacenterdynamics.com/en/news/ericsson-deploys-private-5g-network-at-minneapolis-st-paul-international-airport,https://www.datacenterdynamics.com/en/news/ericsson-deploys-private-5g-network-at-minneapolis-st-paul-international-airport/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-09-10,high,Supports critical operations at the airport with dedicated wireless infrastructure,125.1,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 37.099999999999994, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,False,source daily cap
Zankore secures $3.1bn senior term loan facility for AI cloud build-out,https://www.datacenterdynamics.com/en/news/zankore-secures-31bn-senior-term-loan-facility-for-ai-cloud-buildout,https://www.datacenterdynamics.com/en/news/zankore-secures-31bn-senior-term-loan-facility-for-ai-cloud-buildout/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-09-10,high,"Will build initial 100MW of capacity, scaling to 1GW",125.1,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 37.099999999999994, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,False,source daily cap
