title,canonical_url,original_url,source,category,track,author,published_date,date_confidence,summary,score,score_breakdown,topic_cluster,content_type,reading_mode,selected_true_false,exclusion_reason_if_any
"SK Telecom gears up to retire 3G, plans to halt new subscriptions - report",https://www.datacenterdynamics.com/en/news/sk-telecom-gears-up-to-retire-3g-plans-to-halt-new-subscriptions-report,https://www.datacenterdynamics.com/en/news/sk-telecom-gears-up-to-retire-3g-plans-to-halt-new-subscriptions-report/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-08-14,high,The carrier is in talks with the country's regulator,133.1,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 8, ""freshness"": 15, ""keyword"": 37.099999999999994, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,True,
US utility Southern Co reports 55% higher data center power usage compared to last year,https://www.datacenterdynamics.com/en/news/us-utility-southern-co-reports-55-higher-data-center-power-usage-compared-to-last-year,https://www.datacenterdynamics.com/en/news/us-utility-southern-co-reports-55-higher-data-center-power-usage-compared-to-last-year/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-08-14,high,Reported a 6GW surge in its contracted large-load pipeline,133.1,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 8, ""freshness"": 15, ""keyword"": 37.099999999999994, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,True,
"In the era of AI, data center standardization is the name of the game - here’s why",https://www.datacenterdynamics.com/en/opinions/in-the-era-of-ai-data-center-standardization-is-the-name-of-the-game-heres-why,https://www.datacenterdynamics.com/en/opinions/in-the-era-of-ai-data-center-standardization-is-the-name-of-the-game-heres-why/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-08-14,high,Is Global Reference Design the answer to support this standardization?,133.0,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 45, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Strategy analysis,Read deeply,False,source daily cap
Naver invests in US offshore wave powered data center company Panthalassa,https://www.datacenterdynamics.com/en/news/naver-invests-in-us-offshore-wave-powered-data-center-company-panthalassa,https://www.datacenterdynamics.com/en/news/naver-invests-in-us-offshore-wave-powered-data-center-company-panthalassa/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-08-14,high,Company targeting the commercialization of its wave-powered solution in 2027,133.0,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 45, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,False,source daily cap
"Helios targets 80-hectare data center project in Lapinlahti, Finland",https://www.datacenterdynamics.com/en/news/helios-targets-80-hectare-data-center-project-in-lapinlahti-finland,https://www.datacenterdynamics.com/en/news/helios-targets-80-hectare-data-center-project-in-lapinlahti-finland/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-08-14,high,Renewable energy firm looks to expand data center portfolio,133.0,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 45, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,False,source daily cap
"Data center spanning up to 50,000 sqm gets approval for construction in west London, the UK",https://www.datacenterdynamics.com/en/news/data-center-spanning-up-to-50000-sqm-gets-approval-for-construction-in-west-london-the-uk,https://www.datacenterdynamics.com/en/news/data-center-spanning-up-to-50000-sqm-gets-approval-for-construction-in-west-london-the-uk/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-08-14,high,"Will use 64MW of electricity and provide 48MW of IT load, according to planning documents",128.6,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 40.599999999999994, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,False,source daily cap
"Data center planned for suburb in Warsaw, Poland, sparks protests",https://www.datacenterdynamics.com/en/news/data-center-planned-for-suburb-in-warsaw-poland-sparks-protests,https://www.datacenterdynamics.com/en/news/data-center-planned-for-suburb-in-warsaw-poland-sparks-protests/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-08-14,high,Residents fear the facility on the border of towns of Piaseczno and Józefosław will spark water shortages,125.1,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 37.099999999999994, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,False,source daily cap
Malaysia to launch palm oil-based immersion cooling fluid for data centers,https://www.datacenterdynamics.com/en/news/malaysia-to-launch-palm-oil-based-immersion-cooling-fluid-for-data-centers,https://www.datacenterdynamics.com/en/news/malaysia-to-launch-palm-oil-based-immersion-cooling-fluid-for-data-centers/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-08-14,high,"Good for water bills, bad for orangutans?",125.1,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 37.099999999999994, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,False,source daily cap
Repairs to telecoms infrastructure in earthquake-affected areas of Colombia 80% complete,https://www.datacenterdynamics.com/en/news/repairs-to-telecommunications-infrastructure-in-earthquake-affected-areas-in-colombia-reach-80-claro-and-tigo-affected,https://www.datacenterdynamics.com/en/news/repairs-to-telecommunications-infrastructure-in-earthquake-affected-areas-in-colombia-reach-80-claro-and-tigo-affected/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-08-14,high,Network outages have followed the earthquake on August 10,125.1,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 37.099999999999994, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,False,source daily cap
"Data center-related threats made against local authorities in Marshall, Michigan",https://www.datacenterdynamics.com/en/news/data-center-related-threats-made-against-local-authorities-in-marshall-michigan,https://www.datacenterdynamics.com/en/news/data-center-related-threats-made-against-local-authorities-in-marshall-michigan/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-08-14,high,Death threat comes two weeks after city votes to approve one-year moratorium,125.1,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 37.099999999999994, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,False,source daily cap
