title,canonical_url,original_url,source,category,track,author,published_date,date_confidence,summary,score,score_breakdown,topic_cluster,content_type,reading_mode,selected_true_false,exclusion_reason_if_any
"Enterprise quantum spend surpassed combined academic and gov’t investments in 2025, Boston Consulting Group reports",https://www.datacenterdynamics.com/en/news/enterprise-quantum-spend-surpassed-combined-academic-and-govt-investments-in-2025-boston-consulting-group-reports,https://www.datacenterdynamics.com/en/news/enterprise-quantum-spend-surpassed-combined-academic-and-govt-investments-in-2025-boston-consulting-group-reports/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-08-17,high,Findings based on responses from more than 200 companies,141.0,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 8, ""freshness"": 15, ""keyword"": 45, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,True,
"Google rumored to have partnered with AMD on TPU v10, as shipments of current generations revised down - report",https://www.datacenterdynamics.com/en/news/google-rumored-to-have-partnered-with-amd-on-tpu-v10-as-shipments-of-current-generations-revised-down-report,https://www.datacenterdynamics.com/en/news/google-rumored-to-have-partnered-with-amd-on-tpu-v10-as-shipments-of-current-generations-revised-down-report/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-08-17,high,Details disclosed in a report from research firm SemiAnalysis,141.0,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 8, ""freshness"": 15, ""keyword"": 45, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,True,
Quant trading firm IMC signs expanded cloud contract with CoreWeave,https://www.datacenterdynamics.com/en/news/quant-trading-firm-imc-signs-expanded-cloud-contract-with-coreweave,https://www.datacenterdynamics.com/en/news/quant-trading-firm-imc-signs-expanded-cloud-contract-with-coreweave/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-08-17,high,Trader will use the neocloud's platform to research trading strategies,141.0,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 8, ""freshness"": 15, ""keyword"": 45, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,False,source daily cap
EchoStar's Charlie Ergen to acquire controlling stake in MVNO MobileX - report,https://www.datacenterdynamics.com/en/news/echostars-charlie-ergen-to-acquire-controlling-stake-in-mvno-mobilex-report,https://www.datacenterdynamics.com/en/news/echostars-charlie-ergen-to-acquire-controlling-stake-in-mvno-mobilex-report/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-08-17,high,What does this mean for Boost Mobile and MobileX?,133.1,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 8, ""freshness"": 15, ""keyword"": 37.099999999999994, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,False,source daily cap
Blue Origin starts buildout of Quartz ground station network with partner RBC Signals,https://www.datacenterdynamics.com/en/news/blue-origin-starts-buildout-of-quartz-ground-station-network-with-partner-rbc-signals,https://www.datacenterdynamics.com/en/news/blue-origin-starts-buildout-of-quartz-ground-station-network-with-partner-rbc-signals/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-08-17,high,Rollout of mission-critical Quartz offering appears to cover unaddressed market share across government and defense,133.0,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 45, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,False,source daily cap
Nvidia confirms it will back 4.25GW of OpenAI capacity at Ports-Pike mega data center,https://www.datacenterdynamics.com/en/news/nvidia-confirms-it-will-back-425gw-of-openai-capacity-at-ports-pike-mega-data-center,https://www.datacenterdynamics.com/en/news/nvidia-confirms-it-will-back-425gw-of-openai-capacity-at-ports-pike-mega-data-center/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-08-17,high,SB Energy facility will exclusively use Nvidia compute and networking,133.0,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 45, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",AI / Agents / LLMs,Engineering note,Read deeply,False,source daily cap
What the rise of anonymous land agents means for next-gen geothermal,https://www.latitudemedia.com/news/what-the-rise-of-anonymous-land-agents-means-for-next-gen-geothermal,https://www.latitudemedia.com/news/what-the-rise-of-anonymous-land-agents-means-for-next-gen-geothermal/,Latitude Media,AI Infrastructure,ai-infra,Maeve Allsup,2026-08-17,high,There may be gigawatts of projects under development that haven’t been announced — but it isn’t next-gen startups leading the way. The post What the rise of anonymous land agents means for next-gen geothermal appeared first on Latitude Media.,133.0,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 8, ""freshness"": 15, ""keyword"": 45, ""release_note"": 0, ""source"": 21.0, ""source_weight"": 21.0}",AI / Agents / LLMs,Engineering note,Read deeply,True,
Is moving inland the only way to address data center energy demands?,https://www.datacenterdynamics.com/en/opinions/is-moving-inland-the-only-way-to-address-data-center-energy-demands,https://www.datacenterdynamics.com/en/opinions/is-moving-inland-the-only-way-to-address-data-center-energy-demands/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-08-17,high,Why the data center industry is moving away from just Northern Virginia,128.6,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 40.599999999999994, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Strategy analysis,Read deeply,False,source daily cap
Thylander breaks ground on Danish data center in Esbjerg,https://www.datacenterdynamics.com/en/news/thylander-breaks-ground-on-danish-data-center-in-esbjerg,https://www.datacenterdynamics.com/en/news/thylander-breaks-ground-on-danish-data-center-in-esbjerg/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-08-17,high,Grid-reactive facility to offer waste heat to local utility,128.6,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 40.599999999999994, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,False,source daily cap
"WhiteFiber acquires two sites in North Carolina, plans data center developments",https://www.datacenterdynamics.com/en/news/whitefiber-acquires-two-sites-in-north-carolina-plans-data-center-developments,https://www.datacenterdynamics.com/en/news/whitefiber-acquires-two-sites-in-north-carolina-plans-data-center-developments/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-08-17,high,Bit Digital-backed firm buys more industrial assets from Unifi,125.1,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 37.099999999999994, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,False,source daily cap
