title,canonical_url,original_url,source,category,author,published_date,date_confidence,summary,score,score_breakdown,topic_cluster,content_type,reading_mode,selected_true_false,exclusion_reason_if_any
Incident Report: unsanctioned agent behaviour during cyber testing,https://simonwillison.net/2026/Aug/5/incident-report,https://simonwillison.net/2026/Aug/5/incident-report/#atom-everything,Simon Willison,Tech & Engineering,,2026-08-05,high,"Incident Report: unsanctioned agent behaviour during cyber testing It happened again. This time it was the UK government's AI Security Institute who accidentally attacked other companies while running an evaluation with models with the safety filters turned off. From their technical paper (PDF): During a cyber evaluation, from 25 to 28 July 2026, AI agents engaged in sustained, unsanctioned activity directed at what were, in practice, real people and organisations. These attempts were unsuccessf",139.0,"{""brevity"": 0, ""category"": 21, ""date_confidence"": 0, ""depth"": 8, ""freshness"": 15, ""keyword"": 45, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",AI / Agents / LLMs,Technical essay,Read deeply,True,
Improving Employee Skills with AI: What Works? And What Doesn’t?,https://ide.mit.edu/insights/improving-employee-skills-with-ai-what-works-and-what-doesnt,https://ide.mit.edu/insights/improving-employee-skills-with-ai-what-works-and-what-doesnt/,MIT IDE,MIT Research & Insights,Beth LaMontagne,2026-08-05,high,"Organizations replacing low-level workers with AI are making a serious mistake, according to an MIT researcher who has studied the issue. In another paper, researchers found that gains from AI model advancements are not solely the result of the AI itself. The tasks, the way the system is designed, and how people adapted to different [&#8230;] The post Improving Employee Skills with AI: What Works? And What Doesn’t? appeared first on MIT Initiative on the Digital Economy.",138.0,"{""brevity"": 0, ""category"": 22, ""date_confidence"": 0, ""depth"": 8, ""freshness"": 15, ""keyword"": 45, ""release_note"": 0, ""source"": 24.0, ""source_weight"": 24.0}",Future of Work,Research insight,Read deeply,True,
Introducing Muse Code and Muse Spark 1.2,https://simonwillison.net/2026/Aug/5/muse-code-and-muse-spark-12,https://simonwillison.net/2026/Aug/5/muse-code-and-muse-spark-12/#atom-everything,Simon Willison,Tech & Engineering,,2026-08-05,high,"Introducing Muse Code and Muse Spark 1.2 Yet more evidence that the most important characteristic of any model these days is long-sequence agentic tool calling. Meta shipped their own coding agent as part of getting that to work! Muse Spark 1.2 is a coding-focused update to Muse Spark 1.1, with improvements in code generation, complex debugging, codebase understanding, and end-to-end developer workflows. In Muse Spark 1.2, we significantly scaled up training compute on coding tasks while expandi",131.0,"{""brevity"": 0, ""category"": 21, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 45, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",AI / Agents / LLMs,Engineering note,Read deeply,True,
Third-party cyber evaluations involving OpenAI models,https://simonwillison.net/2026/Aug/5/third-party-cyber-evaluations,https://simonwillison.net/2026/Aug/5/third-party-cyber-evaluations/#atom-everything,Simon Willison,Tech & Engineering,,2026-08-05,high,"Third-party cyber evaluations involving OpenAI models And another one. I had to create a accidental-cyberattacks tag to keep track of them all! This post from OpenAI covers both the UK AI Safety Institute attack (see my previous post) and another attack enabled by Irregular: Irregular, one of our external cybersecurity testing partners, was running Capture-the-Flag-style evaluations intended to be isolated from the internet, but a testing-environment misconfiguration allowed models to access the",119.4,"{""brevity"": 0, ""category"": 21, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 33.4, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",AI / Agents / LLMs,Engineering note,Read deeply,False,source daily cap
One-shotting a Raccoon Heist game using Claude Fable 5,https://simonwillison.net/2026/Aug/5/raccoon-heist,https://simonwillison.net/2026/Aug/5/raccoon-heist/#atom-everything,Simon Willison,Tech & Engineering,,2026-08-05,high,"Back in 2024 I tweeted screenshots of a game concept generated by GPT-3 and some concept ""art"" created using DALL-E. Today, on the fourth anniversary of that tweet, I decided to see if Claude Fable 5 (running in Claude Code for web) could build the entire game from the content of that tweet. It did a pretty good job of it! You can play the game here. Here's the GitHub repo, and a short video demo: Your browser does not support HTML5 video. How I built this This is the August 5th, 2022 tweet: My ",113.8,"{""brevity"": 0, ""category"": 21, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 27.799999999999997, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",AI / Agents / LLMs,Technical essay,Read deeply,False,source daily cap
Matthew Green on Anthropic’s New Cryptanalysis Results,https://blog.cryptographyengineering.com/2026/07/29/some-notes-about-anthropics-new-results,https://blog.cryptographyengineering.com/2026/07/29/some-notes-about-anthropics-new-results/,Daring Fireball,Strategy & Craft,John Gruber,2026-08-05,high,"Matthew Green: If you’re under the impression that these models are “glorified autocomplete” or that progress is slowing down, I need to urge you: stop thinking that. The models are very intelligent and capable, they are getting better at a fast clip. I can cite measurable and impressive progress over just the past five months on specific types of problem I’ve asked them to look at. If there’s a ceiling out there, I don’t yet see evidence of it. The people who think models are dumb are mostly us",110.0,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 8, ""freshness"": 15, ""keyword"": 35.0, ""release_note"": 0, ""source"": 17.0, ""source_weight"": 17.0}",AI / Agents / LLMs,Craft essay,Read deeply,True,
"Paul Thurrott Reviews the HP OmniBook Ultra 14, With Qualcomm’s Snapdragon X2",https://www.thurrott.com/mobile/copilot-pc/340107/hp-omnibook-ultra-14-snapdragon-x2-review,https://www.thurrott.com/mobile/copilot-pc/340107/hp-omnibook-ultra-14-snapdragon-x2-review,Daring Fireball,Strategy & Craft,John Gruber,2026-08-05,high,"Paul Thurrott: We didn’t need more evidence that Qualcomm’s Snapdragon X2 compute platform is superior to anything in the x86 world. But here it is, regardless: The HP OmniBook Ultra 14 is yet another nearly-perfect laptop running Windows 11 on Arm, an ideal combination of hardware and software that delivers a superior overall experience. Thurrott has high praise for the performance, battery life, and silence (it has a fan, but Thurrott says he never heard it engage). Intel and the x86 platform ",108.6,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 41.599999999999994, ""release_note"": 0, ""source"": 17.0, ""source_weight"": 17.0}",Strategy / Business Models,Craft essay,Read deeply,True,
Hacker News Thread on OpenAI’s ‘Apple Is Getting This Wrong’ Post,https://news.ycombinator.com/item?id=49164649,https://news.ycombinator.com/item?id=49164649,Daring Fireball,Strategy & Craft,John Gruber,2026-08-05,high,"There’s an old adage that you should never bring a knife to a gunfight. My take on OpenAI’s response yesterday was expressing incredulity that OpenAI was bringing, like, a box of chocolates to the gunfight. Apple is trying to kill io, and OpenAI’s public response is basically “We love you guys, can’t we just be friends?” This thread on Hacker News though points out that their response doesn’t even explain what they’re responding to. There’s no context. They just assume the reader is up to date o",102.0,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 35.0, ""release_note"": 0, ""source"": 17.0, ""source_weight"": 17.0}",AI / Agents / LLMs,Craft essay,Read deeply,False,source daily cap
Gadget Review: T2 Max plug-in Thermal Camera ★★★⯪☆,https://shkspr.mobi/blog/2026/08/gadget-review-t2-max-plug-in-thermal-camera,https://shkspr.mobi/blog/2026/08/gadget-review-t2-max-plug-in-thermal-camera/,Shkspr.mobi,Strategy & Craft,@edent,2026-08-05,high,The good folks at Thermal Master have sent me another Thermal Camera to review. The last one was a big beastie with a huge touchscreen. This one is much smaller and is designed to plug into your phone&#039;s USB-C port. The T2 Max is a chunky little camera - but doesn&#039;t weight too much. The USB-C connector is long enough to securely plug in even if your phone is wearing a case. Thermal Master…,90.9,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 25.9, ""release_note"": 0, ""source"": 16.0, ""source_weight"": 16.0}",Writing / Craft / Taste,Craft essay,Read deeply,True,
Shawn Smucker: ‘Please Use AI’,https://shawnsmucker.substack.com/p/please-use-ai,https://shawnsmucker.substack.com/p/please-use-ai,Daring Fireball,Strategy & Craft,John Gruber,2026-08-05,high,"I find most poetry obtuse, dancing around a point rather than making one sharply. Not this one. &nbsp;★&nbsp;",89.4,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 22.4, ""release_note"": 0, ""source"": 17.0, ""source_weight"": 17.0}",Strategy / Business Models,Craft essay,Read deeply,False,source daily cap
