title,canonical_url,original_url,source,category,author,published_date,date_confidence,summary,score,score_breakdown,topic_cluster,content_type,reading_mode,selected_true_false,exclusion_reason_if_any
Microsoft's new MAI models,https://simonwillison.net/2026/Jun/2/microsofts-new-models,https://simonwillison.net/2026/Jun/2/microsofts-new-models/#atom-everything,Simon Willison,Tech & Engineering,,2026-06-02,high,"Microsoft announced two new text LLMs this morning - MAI-Thinking-1 (reasoning, 1T parameters, 35B active, available to ""select early partners"") and MAI-Code-1-Flash (137B Parameters, 5B active, ""purpose-built for GitHub Copilot and VS Code to deliver high performance and lower cost [...] rolling out to GitHub Copilot individual users in Visual Studio Code""). I've not been able to try either of them just yet. It's very interesting to see Microsoft releasing models with such low parameter counts,",118.7,"{""brevity"": 0, ""category"": 21, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 32.7, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",AI / Agents / LLMs,Engineering note,Read deeply,True,
[Sponsor] Mux — Video for Developers,https://www.mux.com/,https://www.mux.com/?utm_campaign=fireball&utm_source=DF,Daring Fireball,Strategy & Craft,Daring Fireball Department of Commerce,2026-06-02,high,"Mux is what developers reach for when they need to do more with video. Video files are packed with data and context waiting to be unlocked. Mux Robots are AI workflows that unlock that data inside your video for summarization, caption translation, moderation, and more. Configure once and your workflows run automatically on new uploads. Mux is video infrastructure trusted by Patreon, Substack, and Synthesia. Start building for free. Use code FIREBALL at signup for an extra $50 credit. &nbsp;★&nbs",112.0,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 45, ""release_note"": 0, ""source"": 17.0, ""source_weight"": 17.0}",Software Engineering,Craft essay,Read deeply,True,
Pasted File Editor,https://simonwillison.net/2026/Jun/2/pasted-file-editor,https://simonwillison.net/2026/Jun/2/pasted-file-editor/#atom-everything,Simon Willison,Tech & Engineering,,2026-06-02,high,"Tool: Pasted File Editor I really like how you can paste a large volume of text into claude.ai (or the Claude desktop/mobile apps) and it will detect it as a large paste and turn it into a file attachment instead. I decided to have Codex desktop build me a version of that as a prototype. You can also open files directly - including images which will be shown as thumbnails - or drag files onto the textarea. Tags: javascript, tools, ai-assisted-programming, claude, codex",105.95,"{""brevity"": 0, ""category"": 21, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 19.95, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Technical essay,Read deeply,True,
‘The Metaverse Fever Dream’,https://pxlnv.com/blog/metaverse-fever-dream,https://pxlnv.com/blog/metaverse-fever-dream/,Daring Fireball,Strategy & Craft,John Gruber,2026-06-02,high,"Nick Heer, at Pixel Envy, last week published a remarkable essay surveying — with copious receipts — the rise and fall of “metaverse” hype: The obsession with the metaverse seems to have solidified in Silicon Valley after Matthew Ball published an essay in January 2020 in which he forecasted that, at the very least… …it is likely to produce trillions in value as a new computing platform or content medium. But in its full vision, the Metaverse becomes the gateway to most digital experiences, a ke",105.4,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 8, ""freshness"": 15, ""keyword"": 30.4, ""release_note"": 0, ""source"": 17.0, ""source_weight"": 17.0}",Strategy / Business Models,Strategy analysis,Read deeply,True,
California Brown Pelican,https://simonwillison.net/2026/Jun/2/sighting-367841339,https://simonwillison.net/2026/Jun/2/sighting-367841339/#atom-everything,Simon Willison,Tech & Engineering,,2026-06-02,high,"California Brown Pelican, in Fort Mason, CA, USI'm at the Microsoft Build conference today, held at Fort Mason in San Francisco. There are California Brown Pelicans diving into the water directly behind venue! Tags: microsoft, ai, generative-ai, llms, llm-release",103.1,"{""brevity"": 0, ""category"": 21, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 17.099999999999998, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",AI / Agents / LLMs,Engineering note,Read deeply,False,source daily cap
Using FourSquare's API to post location checkins to social media,https://shkspr.mobi/blog/2026/06/using-foursquares-api-to-post-location-checkins-to-social-media,https://shkspr.mobi/blog/2026/06/using-foursquares-api-to-post-location-checkins-to-social-media/,Shkspr.mobi,Strategy & Craft,@edent,2026-06-02,high,"What is this, 2016? I like sharing my location with my pocket friends sometimes. If I&#039;m in a cool bar that they know, perhaps they can recommend a drink. If they live nearby, maybe they want to come for dinner. Not everyone has FourSquare&#039;s SwarmApp, so it is handy to automatically share its updates with other people. Of course, Swarm doesn&#039;t cross-post to social media because walled-gardens…",102.1,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 37.099999999999994, ""release_note"": 0, ""source"": 16.0, ""source_weight"": 16.0}",Software Engineering,Craft essay,Read deeply,True,
datasette-agent-micropython 0.1a0,https://simonwillison.net/2026/Jun/2/datasette-agent-micropython,https://simonwillison.net/2026/Jun/2/datasette-agent-micropython/#atom-everything,Simon Willison,Tech & Engineering,,2026-06-02,high,"Release: datasette-agent-micropython 0.1a0 I want Datasette Agent to be able to generate and execute Python code safely. This alpha is looking promising so far. GPT-5.5 has so far failed to break out of the sandbox! Tags: python, sandboxing, datasette, webassembly, datasette-agent",98.3,"{""brevity"": 0, ""category"": 21, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 27.299999999999997, ""release_note"": -15, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Skim,False,source daily cap
micropython-wasm 0.1a1,https://simonwillison.net/2026/Jun/2/micropython-wasm,https://simonwillison.net/2026/Jun/2/micropython-wasm/#atom-everything,Simon Willison,Tech & Engineering,,2026-06-02,high,"Release: micropython-wasm 0.1a1 Fixes for some limitations that emerged while I was trying to use this to build datasette-agent-micropython. Tags: python, sandboxing, webassembly",98.3,"{""brevity"": 0, ""category"": 21, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 27.299999999999997, ""release_note"": -15, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Skim,False,source daily cap
Meta Reportedly Has a Slew of New Smart Glasses Planned for This Year,https://gizmodo.com/meta-has-a-ridiculous-amount-of-smart-glasses-planned-for-this-year-2000765741,https://gizmodo.com/meta-has-a-ridiculous-amount-of-smart-glasses-planned-for-this-year-2000765741,Daring Fireball,Strategy & Craft,John Gruber,2026-06-02,high,"James Pero, summarizing for Gizmodo this paywalled report by Jyoti Mann for The Information: But, wait, there’s more: in addition to the fall releases, The Information reports that Meta also has a pair slated for December, codenamed “Mojito VIP.” There are also two prototypes being tested in the fall, according to the report, including one called “Artemis” and another called “SSG,” which is short for “supersensing glasses.” The Information previously reported that the “supersensing” pair would h",97.4,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 8, ""freshness"": 15, ""keyword"": 22.4, ""release_note"": 0, ""source"": 17.0, ""source_weight"": 17.0}",Strategy / Business Models,Craft essay,Read deeply,False,source daily cap
Scott Pelley Accuses CBS News Boss of ‘Murdering’ ‘60 Minutes’,https://www.nytimes.com/2026/06/01/business/media/cbs-60-minutes-scott-pelley-nick-bilton.html?unlocked_article_code=1.nFA.TDGJ.HbBmlXuQWmcQ&smid=url-share,https://www.nytimes.com/2026/06/01/business/media/cbs-60-minutes-scott-pelley-nick-bilton.html?unlocked_article_code=1.nFA.TDGJ.HbBmlXuQWmcQ&smid=url-share,Daring Fireball,Strategy & Craft,John Gruber,2026-06-02,high,"Michael M. Grynbaum and Benjamin Mullin, reporting for The New York Times (gift link): CBS News faced a fresh wave of turmoil on Monday after Scott Pelley, the “60 Minutes” correspondent, laced into the show’s newly hired executive producer during a staff meeting and accused Bari Weiss, the network’s editor in chief, of “murdering” the longstanding Sunday news program. In an extraordinary exchange, Mr. Pelley, his newscaster’s baritone sometimes shaking in anger, told Nick Bilton, the new execut",97.4,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 8, ""freshness"": 15, ""keyword"": 22.4, ""release_note"": 0, ""source"": 17.0, ""source_weight"": 17.0}",Strategy / Business Models,Strategy analysis,Read deeply,False,source daily cap
