title,canonical_url,original_url,source,category,track,author,published_date,date_confidence,summary,score,score_breakdown,topic_cluster,content_type,reading_mode,selected_true_false,exclusion_reason_if_any
Spain drafts rules requiring data centers to source 80% of power from new renewables - report,https://www.datacenterdynamics.com/en/news/spain-drafts-rules-requiring-data-centers-to-source-80-of-power-from-new-renewables-report,https://www.datacenterdynamics.com/en/news/spain-drafts-rules-requiring-data-centers-to-source-80-of-power-from-new-renewables-report/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-08-26,high,Draft decree would apply to data centers with a capacity of 1MW or more,133.1,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 8, ""freshness"": 15, ""keyword"": 37.099999999999994, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,True,
"Case Study: How Kirby equipped their engineering teams across Europe with advanced, specialist expertise",https://www.datacenterdynamics.com/en/whitepapers/case-study-how-kirby-equipped-their-engineering-teams-across-europe,https://www.datacenterdynamics.com/en/whitepapers/case-study-how-kirby-equipped-their-engineering-teams-across-europe/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-08-26,high,"Discover how Kirby implemented a structured, scalable upskilling program to keep pace with sector demands",133.0,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 45, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Strategy analysis,Read deeply,True,
Sponsored: The AI buildout has hit a labor wall,https://www.datacenterdynamics.com/en/opinions/the-ai-buildout-has-hit-a-labor-wall,https://www.datacenterdynamics.com/en/opinions/the-ai-buildout-has-hit-a-labor-wall/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-08-26,high,"Everyone's fighting over GPUs and megawatts, but often, what actually stalls a build is finding people to wire it. Here's why the labor problem is the real ceiling",133.0,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 45, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Strategy analysis,Read deeply,False,source daily cap
"Trump’s energy policy could cost US 540 GW of renewables, says NRDC",https://www.utilitydive.com/news/trumps-energy-policy-could-cost-us-540-gw-of-renewables-says-nrdc/828826,https://www.utilitydive.com/news/trumps-energy-policy-could-cost-us-540-gw-of-renewables-says-nrdc/828826/,Utility Dive,AI Infrastructure,ai-infra,Diana DiGangi,2026-08-26,high,"&ldquo;We lose more than half of everything that we expected to be able to build with the combination of market forces and proactive policy,&rdquo;&nbsp;said Amanda Levin, NRDC&rsquo;s director of policy analysis.",133.0,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 8, ""freshness"": 15, ""keyword"": 45, ""release_note"": 0, ""source"": 21.0, ""source_weight"": 21.0}",Software Engineering,Engineering note,Read deeply,True,
Grid connection of data centers in France,https://www.datacenterdynamics.com/en/opinions/grid-connection-of-data-centers-in-france,https://www.datacenterdynamics.com/en/opinions/grid-connection-of-data-centers-in-france/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-08-26,high,A closer look at the legal framework and practical issues,128.6,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 40.599999999999994, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,False,source daily cap
China’s Grip on Erbium and Yttrium Could Choke Data-Center Growth,https://spectrum.ieee.org/rare-earth-shortage,https://spectrum.ieee.org/rare-earth-shortage,IEEE Spectrum Energy,AI Infrastructure,ai-infra,Glenn Zorpette,2026-08-26,high,"There are 17 rare earth elements. While almost all of them have vital industrial uses, you could be forgiven for believing, based on news coverage, that there are only four that matter: neodymium, praseodymium, dysprosium, and terbium.To be sure, those are the essential ingredients in the powerful permanent-magnet motors that go into electric vehicles, heating and cooling systems, appliances, tools, fighter jets, bombs, and many other systems. But the industrial and national-security importance ",127.0,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 45, ""release_note"": 0, ""source"": 22.0, ""source_weight"": 22.0}",Security / Privacy,Engineering note,Read deeply,True,
Eurofiber secures €2.2bn sustainability-linked debt financing,https://www.datacenterdynamics.com/en/news/eurofiber-secures-22bn-sustainability-linked-debt-financing,https://www.datacenterdynamics.com/en/news/eurofiber-secures-22bn-sustainability-linked-debt-financing/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-08-26,high,Will support Eurofiber's European expansion plans,125.1,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 37.099999999999994, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,False,source daily cap
Sweden's EcoDataCenter acquires land in Dalarna for 150MW campus,https://www.datacenterdynamics.com/en/news/swedens-ecodatacenter-acquires-land-in-dalarna-for-150mw-campus,https://www.datacenterdynamics.com/en/news/swedens-ecodatacenter-acquires-land-in-dalarna-for-150mw-campus/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-08-26,high,Company's third project in Dalarna County,125.1,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 37.099999999999994, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,False,source daily cap
"Empyrion closes financing for Taipei, Taiwan data center with E.Sun Bank",https://www.datacenterdynamics.com/en/news/empyrion-closes-financing-for-taipei-taiwan-data-center-with-esun-bank,https://www.datacenterdynamics.com/en/news/empyrion-closes-financing-for-taipei-taiwan-data-center-with-esun-bank/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-08-26,high,"APAC operator closes financing for 7MW data center in Neihu, Taipei",125.1,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 37.099999999999994, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,False,source daily cap
Administrative Office of the U.S. Courts seeks vendor for two colocation data centers,https://www.datacenterdynamics.com/en/news/administrative-office-of-the-us-courts-seeks-vendor-for-two-colocation-data-centers,https://www.datacenterdynamics.com/en/news/administrative-office-of-the-us-courts-seeks-vendor-for-two-colocation-data-centers/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-08-26,high,Currently uses Digital Realty and Csquare through a third-party vendor,125.1,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 37.099999999999994, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,False,source daily cap
