title,canonical_url,original_url,source,category,author,published_date,date_confidence,summary,score,score_breakdown,topic_cluster,content_type,reading_mode,selected_true_false,exclusion_reason_if_any
Companies Don’t Have to Slash Jobs Because of AI,https://sloanreview.mit.edu/article/companies-dont-have-to-slash-jobs-because-of-ai,https://sloanreview.mit.edu/article/companies-dont-have-to-slash-jobs-because-of-ai/,MIT Sloan Review,Strategy & Craft,"Andrew Winston. Andrew Winston is a globally recognized expert on how to build resilient, profitable companies that help people and the planet thrive. He is the Thinkers50 top-ranked management thinker in the world and coauthor of Net Positive: How Courageous Companies Thrive by Giving More Than They Take (Harvard Business Review Press, 2021).",2026-05-19,high,"Harry Haysom/Ikon Images &#124; Carolyn Geason-Beissel &#8220;If AI is going to destroy all the jobs, why don&#8217;t we just stop?&#8221; That was the rhetorical question my college-age son asked after we talked about the possibility of drastic changes to career paths and society thanks to AI (technically, generative AI). It was in line with what [&#8230;]",132.0,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 8, ""freshness"": 15, ""keyword"": 45, ""release_note"": 0, ""source"": 23.0, ""source_weight"": 23.0}",AI / Agents / LLMs,Strategy analysis,Read deeply,True,
"Gemini 3.5 Flash: more expensive, but Google plan to use it for everything",https://simonwillison.net/2026/May/19/gemini-35-flash,https://simonwillison.net/2026/May/19/gemini-35-flash/#atom-everything,Simon Willison,Tech & Engineering,,2026-05-19,high,"Today at Google I/O, Google released Gemini 3.5 Flash. This one skipped the -preview modifier and went straight to general availability, and Google appear to be using it for a whole lot of their key products: 3.5 Flash is available today to billions of people globally: For everyone via the Gemini app and AI Mode in Google Search For developers in our agent-first development platform Google Antigravity and Gemini API in Google AI Studio and Android Studio For enterprises in Gemini Enterprise Agen",131.0,"{""brevity"": 0, ""category"": 21, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 45, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",AI / Agents / LLMs,Engineering note,Read deeply,True,
A Need for Nuance: The Economist’s Andrew Palmer,https://sloanreview.mit.edu/audio/a-need-for-nuance-the-economists-andrew-palmer,https://sloanreview.mit.edu/audio/a-need-for-nuance-the-economists-andrew-palmer/,MIT Sloan Review,Strategy & Craft,"Sam Ransbotham. Me, Myself, and AI is a podcast produced by MIT Sloan Management Review and hosted by Sam Ransbotham. It is engineered by David Lishansky and produced by Allison Ryder. Sam Ransbotham is a professor in the information systems department at the Carroll School of Management at Boston College, as well as guest editor for MIT Sloan Management Review’s Artificial Intelligence and Business Strategy Big Ideas initiative.",2026-05-19,high,"On today’s episode of the Me, Myself, and AI podcast, Andrew Palmer, senior editor at The Economist, describes how organizations can experiment with generative AI while balancing speed, quality, and risk. At his own organization, Andrew and others test artificial intelligence with human oversight to develop editing and publishing efficiencies. As the host of The [&#8230;]",124.0,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 45, ""release_note"": 0, ""source"": 23.0, ""source_weight"": 23.0}",AI / Agents / LLMs,Strategy analysis,Read deeply,True,
Andrej Karpathy Joined Anthropic,https://x.com/karpathy/status/2056753169888334312,https://x.com/karpathy/status/2056753169888334312,Daring Fireball,Strategy & Craft,John Gruber,2026-05-19,high,"Andrej Karpathy, on Twitter/X (XCancel link): Personal update: I’ve joined Anthropic. I think the next few years at the frontier of LLMs will be especially formative. I am very excited to join the team here and get back to R&amp;D. I remain deeply passionate about education and plan to resume my work on it in time. Karpathy is, to say the least, a star in the AI research field. He co-founded OpenAI in 2015, was director of AI at Tesla (reporting directly to Elon Musk) from 2017–2022, went back t",120.0,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 8, ""freshness"": 15, ""keyword"": 45, ""release_note"": 0, ""source"": 17.0, ""source_weight"": 17.0}",AI / Agents / LLMs,Craft essay,Read deeply,True,
[Sponsor] WorkOS: Agents Need Context. Ship the Integrations That Give It to Them.,https://workos.com/docs/pipes,https://workos.com/docs/pipes?utm_source=daringfireball&utm_medium=newsletter&utm_campaign=q22026,Daring Fireball,Strategy & Craft,Daring Fireball Department of Commerce,2026-05-19,high,"The context that actually matters isn’t in your database. It’s in the tools your users live in every day. Multi-stage agents stall the moment they hit a step they can’t see. And every missing integration is a different OAuth flow, a different token lifecycle, weeks of plumbing before the agent reads a single record. WorkOS Pipes connects your agent to the tools your users live in. Pre-built connectors for GitHub, Slack, Salesforce, Google Drive, and more. Pipes handles OAuth, token refresh, and ",112.0,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 45, ""release_note"": 0, ""source"": 17.0, ""source_weight"": 17.0}",Software Engineering,Craft essay,Read deeply,True,
The last six months in LLMs in five minutes,https://simonwillison.net/2026/May/19/5-minute-llms,https://simonwillison.net/2026/May/19/5-minute-llms/#atom-everything,Simon Willison,Tech & Engineering,,2026-05-19,high,"I put together these annotated slides from my five minute lightning talk at PyCon US 2026, using the latest iteration of my annotated presentation tool. # I presented this lightning talk at PyCon US 2026, attempting to summarize the last six months of developments in LLMs in five minutes. # Six months is a pretty convenient time period to cover, because it captures what I've been calling the November 2025 inflection point. November was a critical month in LLMs, especially for coding. # For one t",104.0,"{""brevity"": 0, ""category"": 21, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 18.0, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",AI / Agents / LLMs,Engineering note,Read deeply,True,
llm-gemini 0.32,https://simonwillison.net/2026/May/19/llm-gemini-2,https://simonwillison.net/2026/May/19/llm-gemini-2/#atom-everything,Simon Willison,Tech & Engineering,,2026-05-19,high,"Release: llm-gemini 0.32 New model gemini-3.5-flash for Gemini 3.5 Flash. See also my notes on Gemini 3.5 Flash, and the pelican I drew using this upgrade to the plugin. Tags: gemini, llm",88.1,"{""brevity"": 0, ""category"": 21, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 17.099999999999998, ""release_note"": -15, ""source"": 25.0, ""source_weight"": 25.0}",AI / Agents / LLMs,Engineering note,Skim,False,source daily cap
datasette-llm 0.1a8,https://simonwillison.net/2026/May/19/datasette-llm,https://simonwillison.net/2026/May/19/datasette-llm/#atom-everything,Simon Willison,Tech & Engineering,,2026-05-19,high,Release: datasette-llm 0.1a8 Fix for bug where llm_prompt_context() hook did not fully collect chains of responses. #7,88.1,"{""brevity"": 0, ""category"": 21, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 17.099999999999998, ""release_note"": -15, ""source"": 25.0, ""source_weight"": 25.0}",AI / Agents / LLMs,Engineering note,Skim,False,source daily cap
Book Review: Terrible Worlds: Destinations by Adrian Tchaikovsky ★★★★★,https://shkspr.mobi/blog/2026/05/book-review-terrible-worlds-destinations-by-adrian-tchaikovsky,https://shkspr.mobi/blog/2026/05/book-review-terrible-worlds-destinations-by-adrian-tchaikovsky/,Shkspr.mobi,Strategy & Craft,@edent,2026-05-19,high,"What&#039;s better than one Adrian Tchaikovsky novella? Three Adrian Tchaikovsky novellæ! Or is it ""novellii""? Either way, a delightful triptych of stories on a common theme. On the surface, they&#039;re about travelling to a new destination (Space! The Future! For-Copyright-Reasons Not Narnia!) Except, deep down, they&#039;re about loneliness. No matter how far or fast we run, no matter where or when we go, …",87.4,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 22.4, ""release_note"": 0, ""source"": 16.0, ""source_weight"": 16.0}",Strategy / Business Models,Strategy analysis,Read deeply,True,
datasette-llm-accountant 0.1a4,https://simonwillison.net/2026/May/19/datasette-llm-accountant,https://simonwillison.net/2026/May/19/datasette-llm-accountant/#atom-everything,Simon Willison,Tech & Engineering,,2026-05-19,high,"Release: datasette-llm-accountant 0.1a4 Fixed bug tracking chains of responses. Refs datasette-llm#7 Tags: llm, datasette",83.6,"{""brevity"": 0, ""category"": 21, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 12.6, ""release_note"": -15, ""source"": 25.0, ""source_weight"": 25.0}",AI / Agents / LLMs,Engineering note,Skim,False,source daily cap
