title,canonical_url,original_url,source,category,track,author,published_date,date_confidence,summary,score,score_breakdown,topic_cluster,content_type,reading_mode,selected_true_false,exclusion_reason_if_any
Nvidia and South Korean chip startup Rebellions discussing potential collaboration – report,https://www.datacenterdynamics.com/en/news/nvidia-and-south-korean-chip-startup-rebellions-discussing-potential-collaboration-report,https://www.datacenterdynamics.com/en/news/nvidia-and-south-korean-chip-startup-rebellions-discussing-potential-collaboration-report/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-08-21,high,Comes as chip giant denies claims it's been developing China-specific LPU,141.0,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 8, ""freshness"": 15, ""keyword"": 45, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,True,
"Colombia halts construction of 1,600km fiber network in the Amazon",https://www.datacenterdynamics.com/en/news/colombia-puts-the-brakes-on-a-1600-km-fiber-optic-network-in-the-amazon,https://www.datacenterdynamics.com/en/news/colombia-puts-the-brakes-on-a-1600-km-fiber-optic-network-in-the-amazon/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-08-21,high,The technical and financial complexity of the deployment has led the government to withdraw the procurement process,133.1,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 8, ""freshness"": 15, ""keyword"": 37.099999999999994, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Strategy analysis,Read deeply,True,
Vapat Enters the data center market with a 160MW project in Valladolid,https://www.datacenterdynamics.com/en/news/vapat-enters-the-data-center-market-with-a-160mw-project-in-valladolid,https://www.datacenterdynamics.com/en/news/vapat-enters-the-data-center-market-with-a-160mw-project-in-valladolid/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-08-21,high,"The project calls for the construction of two data center buildings, each with eight IT rooms",133.0,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 45, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,False,source daily cap
Nvidia backs data center powered land company Cloverleaf,https://www.datacenterdynamics.com/en/news/nvidia-backs-data-center-powered-land-company-cloverleaf,https://www.datacenterdynamics.com/en/news/nvidia-backs-data-center-powered-land-company-cloverleaf/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-08-21,high,"Will help company bring projects to fruition, based on Nvidia DSX platform",133.0,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 45, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,False,source daily cap
Rocket Lab has no plans to enter orbital data center market,https://www.datacenterdynamics.com/en/news/rocket-lab-has-no-plans-to-enter-orbital-data-center-market,https://www.datacenterdynamics.com/en/news/rocket-lab-has-no-plans-to-enter-orbital-data-center-market/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-08-21,high,But SpaceX's compute ambitions could give Rocket Lab a launch opening,133.0,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 45, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,False,source daily cap
"Evolution DC secures long-term lease for land in Ho Chi Minh City, Vietnam",https://www.datacenterdynamics.com/en/news/evolution-dc-secures-long-term-lease-for-land-in-ho-chi-minh-city-vietnam,https://www.datacenterdynamics.com/en/news/evolution-dc-secures-long-term-lease-for-land-in-ho-chi-minh-city-vietnam/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-08-21,high,Company planning 52MW data center on site in Saigon Hi-Tech Park,133.0,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 45, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,False,source daily cap
Telecom Argentina prepares to offload fiber assets to push through $1.2bn of Telefónica Movistar unit in country,https://www.datacenterdynamics.com/en/news/telecom-argentina-prepares-to-offload-fiber-assets-to-push-through-12bn-of-telef%C3%B3nica-movistar-unit-in-country,https://www.datacenterdynamics.com/en/news/telecom-argentina-prepares-to-offload-fiber-assets-to-push-through-12bn-of-telef%C3%B3nica-movistar-unit-in-country/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-08-21,high,The carrier wants to ease fears of anti-competition in the Argentine telecoms market,133.0,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 45, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,False,source daily cap
"Edge data center for AI workloads proposed in Manchester, UK",https://www.datacenterdynamics.com/en/news/edge-data-center-for-ai-workloads-proposed-in-manchester-uk,https://www.datacenterdynamics.com/en/news/edge-data-center-for-ai-workloads-proposed-in-manchester-uk/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-08-21,high,Two building scheme is part of planned network of Edge sites,125.1,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 37.099999999999994, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,False,source daily cap
"Sponsored: The ""power-first"" era: A new playbook for data center projects",https://www.datacenterdynamics.com/en/opinions/the-power-first-era-a-new-playbook-for-data-center-projects,https://www.datacenterdynamics.com/en/opinions/the-power-first-era-a-new-playbook-for-data-center-projects/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-08-21,high,How to prioritize power to accelerate your project pipeline,125.1,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 37.099999999999994, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Strategy analysis,Read deeply,False,source daily cap
"Charter secures $34.5bn Cox merger, completes Liberty Broadband acquisition",https://www.datacenterdynamics.com/en/news/ca,https://www.datacenterdynamics.com/en/news/ca/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-08-21,high,The deal creates the biggest cable operator in the US,125.1,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 37.099999999999994, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,False,source daily cap
