title,canonical_url,original_url,source,category,author,published_date,date_confidence,summary,score,score_breakdown,topic_cluster,content_type,reading_mode,selected_true_false,exclusion_reason_if_any
Google and Epic Give Up Fighting — Third-Party Android App Stores Are Coming Next Week,https://www.theverge.com/policy/965792/google-epic-withdraw-injunction-third-party-app-stores-coming-google-play?view_token=eyJhbGciOiJIUzI1NiJ9.eyJpZCI6IkZpdmhlVXFoV0giLCJwIjoiL3BvbGljeS85NjU3OTIvZ29vZ2xlLWVwaWMtd2l0aGRyYXctaW5qdW5jdGlvbi10aGlyZC1wYXJ0eS1hcHAtc3RvcmVzLWNvbWluZy1nb29nbGUtcGxheSIsImV4cCI6MTc4NDczNTA1NSwiaWF0IjoxNzg0MzAzMDU1fQ.zPHCDeRVkCOK73sdt6bKC2evAofTI582EsJ0N-rk79g,https://www.theverge.com/policy/965792/google-epic-withdraw-injunction-third-party-app-stores-coming-google-play?view_token=eyJhbGciOiJIUzI1NiJ9.eyJpZCI6IkZpdmhlVXFoV0giLCJwIjoiL3BvbGljeS85NjU3OTIvZ29vZ2xlLWVwaWMtd2l0aGRyYXctaW5qdW5jdGlvbi10aGlyZC1wYXJ0eS1hcHAtc3RvcmVzLWNvbWluZy1nb29nbGUtcGxheSIsImV4cCI6MTc4NDczNTA1NSwiaWF0IjoxNzg0MzAzMDU1fQ.zPHCDeRVkCOK73sdt6bKC2evAofTI582EsJ0N-rk79g,Daring Fireball,Strategy & Craft,John Gruber,2026-07-17,high,"Sean Hollister, reporting for The Verge (gift link): Here’s Google’s full statement on withdrawing its proposed modifications to Judge Donato’s permanent injunction, via Google spokesperson Dan Jackson: We’ve agreed with Epic to withdraw our motion to modify the US Court’s injunction rather than prolonging this process which creates uncertainty for the ecosystem. This allows us to focus on executing our recently announced global business model evolution to deliver greater app store choice, lower",114.5,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 8, ""freshness"": 15, ""keyword"": 39.49999999999999, ""release_note"": 0, ""source"": 17.0, ""source_weight"": 17.0}",Strategy / Business Models,Craft essay,Read deeply,True,
LLM cliché highlighter,https://simonwillison.net/2026/Jul/17/llm-cliche-highlighter,https://simonwillison.net/2026/Jul/17/llm-cliche-highlighter/#atom-everything,Simon Willison,Tech & Engineering,,2026-07-17,high,"Tool: LLM cliché highlighter I got frustrated reading yet another article that was crammed with the clichés of LLM-generated writing - ""no fluff, no filler, no jargon"" type stuff - so I had Fable 5 vibe code up this app for highlighting ten common patterns that show up in that sort of writing. Tags: tools, ai, generative-ai, llms",112.9,"{""brevity"": 0, ""category"": 21, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 26.9, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",AI / Agents / LLMs,Technical essay,Read deeply,True,
OpenAI’s Product Shake-Up Put the Complexifiers in Charge,https://www.wired.com/story/openai-reorg-greg-brockman-product,https://www.wired.com/story/openai-reorg-greg-brockman-product/,Daring Fireball,Strategy & Craft,John Gruber,2026-07-17,high,"Wired, back on May 15: OpenAI says it’s folding ChatGPT, its AI coding agent Codex, and its developer-facing API into one core product team. The company says that Codex is increasingly powering its consumer and enterprise offerings, which are gaining the ability to perform digital tasks autonomously on behalf of users. Other OpenAI leaders are also taking on larger roles at the company as part of the changes. OpenAI’s head of Codex, Thibault Sottiaux, has been tapped to lead the company’s core p",112.0,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 45, ""release_note"": 0, ""source"": 17.0, ""source_weight"": 17.0}",AI / Agents / LLMs,Craft essay,Read deeply,True,
Quiche Browser Now Defaults to No-AI Web Search Results,https://mastodon.social/@quicheindustries/116918456229212087,https://mastodon.social/@quicheindustries/116918456229212087,Daring Fireball,Strategy & Craft,John Gruber,2026-07-17,high,"Quiche Industries (Greg de J.): Starting today, Quiche Browser disables AI overviews in search results by default, out of the box. Compare how much space and time they waste. I love the web too much to let that nonsense bury links to real websites made by humans. This is my modest contribution to the fight against the dead internet theory. Why no other browser does that is beyond me. To elaborate a bit: • It simply opens search results in the AI-free versions of Google, DuckDuckGo, Bing, and Bra",112.0,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 45, ""release_note"": 0, ""source"": 17.0, ""source_weight"": 17.0}",AI / Agents / LLMs,Strategy analysis,Read deeply,False,source daily cap
Spot birds not golf,https://simonwillison.net/2026/Jul/17/spot-birds-not-golf,https://simonwillison.net/2026/Jul/17/spot-birds-not-golf/#atom-everything,Simon Willison,Tech & Engineering,,2026-07-17,high,"Suggestion for hyperscalers feeling pressure over data center water use: Buy up a few exclusive country clubs, convert the golf courses into public parks, pay for guides and binoculars to get the previous members into birdwatching - help them embrace a more sustainable hobby! Google used 10.9 billion gallons in 2025, so about 30 million gallons per day. The Coachella Valley has 120 golf courses each using ~800 acre-feet per year, which is ~750,000 gallons per day. So Google buying up 40 of those",108.4,"{""brevity"": 0, ""category"": 21, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 22.4, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",AI / Agents / LLMs,Engineering note,Read deeply,True,
MG Siegler: ‘OpenAI Makes ChatGPT ChatGPT Again’,https://spyglass.org/chatgpt-brings-back-chatgpt,https://spyglass.org/chatgpt-brings-back-chatgpt/,Daring Fireball,Strategy & Craft,John Gruber,2026-07-17,high,"MG Siegler, writing at Spyglass: In that light, we can see the dilemma. But there were also probably about a dozen better ways to do this roll-out — as highlighted by how fast they’re fixing these things — and they just missed the mark. While they undoubtedly knew there would be some backlash, they probably didn’t realize there would be this much. Again. All that points to perhaps a disturbing trend where OpenAI doesn’t really understand their user base. Which you almost can understand given how",105.5,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 38.5, ""release_note"": 0, ""source"": 17.0, ""source_weight"": 17.0}",Writing / Craft / Taste,Strategy analysis,Read deeply,False,source daily cap
Quoting Kimi K3,https://simonwillison.net/2026/Jul/17/kimi-k3,https://simonwillison.net/2026/Jul/17/kimi-k3/#atom-everything,Simon Willison,Tech & Engineering,,2026-07-17,high,"Is there something I can actually help you with today? &mdash; Kimi K3, after refusing to leak its system prompt Tags: kimi, ai-personality, generative-ai, ai, llms",104.0,"{""brevity"": 0, ""category"": 21, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 18.0, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",AI / Agents / LLMs,Engineering note,Read deeply,False,source daily cap
"Roblox Set to Introduce AI Game-Building Feature, Including on iOS",https://about.roblox.com/newsroom/2026/07/build-without-limits-on-roblox,https://about.roblox.com/newsroom/2026/07/build-without-limits-on-roblox,Daring Fireball,Strategy & Craft,John Gruber,2026-07-17,high,"Roblox executives Nick Tornow and Vlad Loktev, on the Roblox blog: Twenty years ago, Roblox launched with a simple idea: “You make the game.” At the time, that was a radical proposition — most games were made by studios and professionals, and the idea that anyone could be a creator was far from obvious. But we believed it. And the millions of creators who built on Roblox proved it. As we look to a future where any one of Roblox’s 132 million daily active users could come up with the next hit gam",102.0,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 35.0, ""release_note"": 0, ""source"": 17.0, ""source_weight"": 17.0}",AI / Agents / LLMs,Craft essay,Read deeply,False,source daily cap
OpenAI Starts Cleaning Up the Utter Mess It Made of ChatGPT,https://x.com/thsottiaux/status/2077928427936710901,https://x.com/thsottiaux/status/2077928427936710901,Daring Fireball,Strategy & Craft,John Gruber,2026-07-17,high,"Thibault “Tibo” Sottiaux, the OpenAI engineering lead who’s taking the most public credit for this and thus probably deserves the most blame, on Twitter/X: Evening! We’ve gotten lots of great feedback on the new ChatGPT desktop app (which we didn’t get totally quite right on the first try), and as a result, we’ve made some changes. 1/ ChatGPT conversation history and projects are now visible in the sidebar. Also, your Chat and Work history now sync across web, mobile, and desktop. Local tasks st",102.0,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 35.0, ""release_note"": 0, ""source"": 17.0, ""source_weight"": 17.0}",AI / Agents / LLMs,Craft essay,Read deeply,False,source daily cap
"Linus Torvalds: ‘AI Is a Tool, Just Like Other Tools We Use. And It’s Clearly a Useful One.’",https://lore.kernel.org/linux-media/CAHk-=wi4zC+Ze8e+p3tMv8TtG_80KzsZ1syL9anBtmEh5Z40vg@mail.gmail.com,https://lore.kernel.org/linux-media/CAHk-=wi4zC+Ze8e+p3tMv8TtG_80KzsZ1syL9anBtmEh5Z40vg@mail.gmail.com/,Daring Fireball,Strategy & Craft,John Gruber,2026-07-17,high,"Linus Torvalds: I realize that some people really dislike AI, but this is an area where I’m willing to absolutely put my foot down as the top-level maintainer. Linux is not one of those anti-AI projects, and if somebody has issues with that, they can do the open-source thing and fork it. Or just walk away. AI is a tool, just like other tools we use. And it’s clearly a useful one. It may not have been that “clearly” even just a year ago, but it’s no longer in question today. There are other quest",102.0,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 35.0, ""release_note"": 0, ""source"": 17.0, ""source_weight"": 17.0}",AI / Agents / LLMs,Craft essay,Read deeply,False,source daily cap
