title,canonical_url,original_url,source,category,author,published_date,date_confidence,summary,score,score_breakdown,topic_cluster,content_type,reading_mode,selected_true_false,exclusion_reason_if_any
Weekly Update 515,https://www.troyhunt.com/weekly-update-515,https://www.troyhunt.com/weekly-update-515/,Troy Hunt,Security & Privacy,Troy Hunt,2026-08-03,high,"Presently sponsored by: Report URI: Guarding you from rogue JavaScript! Don’t get pwned; get real-time alerts & prevent breaches #SecureYourSiteApparently, Aussies are so obsessed with coffee that it&apos;s referred to as the coffee capital of the world down here (some bits, at least). &quot;But what about Italy?&quot; people ask. Having spent a lot of time in a lot of Italy, no, it&apos;s just",129.95,"{""brevity"": 0, ""category"": 21, ""date_confidence"": 0, ""depth"": 8, ""freshness"": 15, ""keyword"": 41.95, ""release_note"": 0, ""source"": 22.0, ""source_weight"": 22.0}",Security / Privacy,Security alert,Read deeply,True,
Welcoming the Nepalese Government to Have I Been Pwned,https://www.troyhunt.com/welcoming-the-nepalese-government-to-have-i-been-pwned,https://www.troyhunt.com/welcoming-the-nepalese-government-to-have-i-been-pwned/,Troy Hunt,Security & Privacy,Troy Hunt,2026-08-03,high,"Presently sponsored by: Report URI: Guarding you from rogue JavaScript! Don’t get pwned; get real-time alerts & prevent breaches #SecureYourSiteToday, we welcome the 47th government onboarded to Have I Been Pwned&#x2019;s free gov service: Nepal. Their National Cyber Security Centre now has access to monitor Nepalese government domains against the data in HIBP. This gives the NCSC the ability to identify exposure across government email addresses and",124.7,"{""brevity"": 0, ""category"": 21, ""date_confidence"": 0, ""depth"": 8, ""freshness"": 15, ""keyword"": 36.7, ""release_note"": 0, ""source"": 22.0, ""source_weight"": 22.0}",Security / Privacy,Security alert,Read deeply,True,
Devtools must be open source (exe.dev),https://simonwillison.net/2026/Aug/3/devtools-must-be-open-source-exedev,https://simonwillison.net/2026/Aug/3/devtools-must-be-open-source-exedev/#atom-everything,Simon Willison,Tech & Engineering,,2026-08-03,high,My comment on Devtools must be open source (exe.dev) &mdash; Hacker News.One of the arguments for open source software for end-users has always been the freedom to examine and modify how that software works. The reality for most people - even expert programmers - has been that the freedom is more about being able to lean on other people to do that. Most people can't justify the time commitment needed to read and then modify the code for tools they use very often. I think LLMs have changed that e,117.8,"{""brevity"": 0, ""category"": 21, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 31.799999999999997, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",AI / Agents / LLMs,Technical essay,Read deeply,True,
Truth Social Launches Paid Early Access to Trump Posts,https://www.npr.org/2026/08/01/nx-s1-5912219/trump-truth-social-access-insider-trading,https://www.npr.org/2026/08/01/nx-s1-5912219/trump-truth-social-access-insider-trading,Daring Fireball,Strategy & Craft,John Gruber,2026-08-03,high,"Bobby Allyn, reporting for NPR: Trump Media &amp; Technology Group is now shopping to traders and investors a premium version of Truth Social delivering early access to the feeds of high-profile users, including the president. Starting Saturday, for a fee of up to $100,000 a month, trading firms can access “Truth API” to get a glimpse of the president’s often market-moving announcements about economic policy and global affairs before the rest of the world. Trump’s media company says customers ha",116.6,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 8, ""freshness"": 15, ""keyword"": 41.599999999999994, ""release_note"": 0, ""source"": 17.0, ""source_weight"": 17.0}",Strategy / Business Models,Craft essay,Read deeply,True,
[Sponsor] MCP vs. REST: The Right Way to Connect Agents to Your API,https://workos.com/blog/mcp-vs-rest,https://workos.com/blog/mcp-vs-rest?utm_source=daringfireball&utm_medium=newsletter&utm_campaign=q32026,Daring Fireball,Strategy & Craft,Daring Fireball Department of Commerce,2026-08-03,high,"REST serves the developers building against your API. MCP serves the agents now trying to use it. Most teams treat these as competing standards and have to pick one. They’re not rivals, they’re layers: most MCP servers just call REST internally to do the real work. The best ones don’t convert every endpoint into a tool, they design around what the agent’s trying to accomplish. Shipping that server also means shipping OAuth 2.1 with scoped tokens. WorkOS AuthKit already speaks that spec, so you s",112.0,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 45, ""release_note"": 0, ""source"": 17.0, ""source_weight"": 17.0}",Software Engineering,Craft essay,Read deeply,True,
Don't be a meat proxy,https://simonwillison.net/2026/Aug/3/dont-be-a-meat-proxy,https://simonwillison.net/2026/Aug/3/dont-be-a-meat-proxy/#atom-everything,Simon Willison,Tech & Engineering,,2026-08-03,high,"Don&#x27;t be a meat proxy Niklas Gruhn coins an excellent new term - meat proxy - for people who blindly copy and paste the output of AI systems to their peers. By all means, prompt AI. But don't just relay the output. Read it, understand it, validate it, and then write a response in your own words (a decent certificate that you've done the prior steps). Making that effort is value you can add. Via Lobste.rs Tags: definitions, ai, generative-ai, llms, ai-misuse",104.0,"{""brevity"": 0, ""category"": 21, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 18.0, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",AI / Agents / LLMs,Engineering note,Read deeply,True,
Quoting David Crawshaw's prompt,https://simonwillison.net/2026/Aug/3/david-crawshaw,https://simonwillison.net/2026/Aug/3/david-crawshaw/#atom-everything,Simon Willison,Tech & Engineering,,2026-08-03,high,"Set up a nightly cron job that executes the prompt: fetch upstream changes to the &lt;software&gt; and rebase all local changes on top of upstream. Check that the software works as intended and replace the current version. &mdash; David Crawshaw&#x27;s prompt, Devtools must be open source Tags: prompt-engineering, coding-agents, generative-ai, ai, llms, open-source",104.0,"{""brevity"": 0, ""category"": 21, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 18.0, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",AI / Agents / LLMs,Engineering note,Read deeply,False,source daily cap
"Om Malik’s Final Essay: ‘The Myth, the Mythos and the Man’",https://om.co/2026/06/07/the-myth-the-mythos-and-the-man,https://om.co/2026/06/07/the-myth-the-mythos-and-the-man/,Daring Fireball,Strategy & Craft,John Gruber,2026-08-03,high,"Om published this on Monday June 7 — the day of the WWDC keynote. He sent me a note about it, that is too personal to share in full. He described it as his “last shot” — “In case I don’t make it”. He didn’t make it. I didn’t read it right away because I was busy with WWDC. Then, after he died, I didn’t read it because I couldn’t bring myself to. I did, finally, today. It’s so good. Truly insightful. A taste: Augustus had the Senate and the priests. Dario had the Oval Office and the Vatican. The ",101.6,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 8, ""freshness"": 15, ""keyword"": 26.6, ""release_note"": 0, ""source"": 17.0, ""source_weight"": 17.0}",Writing / Craft / Taste,Strategy analysis,Read deeply,False,source daily cap
John Ternus Has Rehired Former Hardware VP Laura Legros,https://www.macrumors.com/2026/08/03/apple-john-ternus-hiring-retired-vp,https://www.macrumors.com/2026/08/03/apple-john-ternus-hiring-retired-vp/,Daring Fireball,Strategy & Craft,John Gruber,2026-08-03,high,"Juli Clover, MacRumors: Incoming Apple CEO John Ternus is rehiring Laura Legros, a former vice president of hardware engineering who retired from Apple in 2022, reports Bloomberg. Legros previously managed product delivery, development schedules, and coordination across engineering teams. Under Ternus, she will work across different parts of the company, and report directly to him. According to Bloomberg, Legros was one of Ternus’ most trusted deputies before she retired. She has presented at pa",97.4,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 8, ""freshness"": 15, ""keyword"": 22.4, ""release_note"": 0, ""source"": 17.0, ""source_weight"": 17.0}",Strategy / Business Models,Craft essay,Read deeply,False,source daily cap
The Information on Apple’s Unusual Use of iCloud for Confidential Work,https://www.theinformation.com/articles/apple-icloud-policy-fueled-employee-leaks-ahead-openai-suit?rc=jfy0lk,https://www.theinformation.com/articles/apple-icloud-policy-fueled-employee-leaks-ahead-openai-suit?rc=jfy0lk,Daring Fireball,Strategy & Craft,John Gruber,2026-08-03,high,"Aaron “Homeboy” Tilley, reporting for The Information (paywalled without gift links, alas, but MacRumors has a summary): When new employees join Apple, the company often issues them an iPhone and Mac and pays for an iCloud account with a large amount of online storage capacity. Crucially, during the onboarding process, Apple encourages new hires to use their preexisting personal Apple IDs with this iCloud account, through which their co-workers can share internal Apple documents and other files ",97.4,"{""brevity"": 0, ""category"": 18, ""date_confidence"": 0, ""depth"": 8, ""freshness"": 15, ""keyword"": 22.4, ""release_note"": 0, ""source"": 17.0, ""source_weight"": 17.0}",Strategy / Business Models,Craft essay,Read deeply,False,source daily cap
