title,canonical_url,original_url,source,category,track,author,published_date,date_confidence,summary,score,score_breakdown,topic_cluster,content_type,reading_mode,selected_true_false,exclusion_reason_if_any
Hudson River Trading taps CoreWeave for research platform,https://www.datacenterdynamics.com/en/news/hudson-river-trading-taps-coreweave-for-research-platform,https://www.datacenterdynamics.com/en/news/hudson-river-trading-taps-coreweave-for-research-platform/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-08-20,high,CoreWeave secures another quant trading firm,141.0,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 8, ""freshness"": 15, ""keyword"": 45, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,True,
A shot-scraper-style JSON API on Bun 1.4's new Bun.WebView,https://simonwillison.net/2026/Aug/20/bun-webview-json-api,https://simonwillison.net/2026/Aug/20/bun-webview-json-api/,Simon Willison,Tech & Engineering,ai-at-large,,2026-08-20,high,"Research: A shot-scraper-style JSON API on Bun 1.4&#x27;s new Bun.WebView Today saw the long awaited release of Bun 1.4, the first stable version since the infamous Rust rewrite a few months ago. Interestingly, the Rust rewrite was downplayed in the release notes, which introduced a bewildering array of new features and claimed 2,900 additional bug fixes: Bun 1.4 adds +1,517 tests from the Node.js test suite - our biggest jump in Node.js compatibility since Bun 1.0. Bun v1.4 also fixes over 2,90",139.0,"{""brevity"": 0, ""category"": 21, ""date_confidence"": 0, ""depth"": 8, ""freshness"": 15, ""keyword"": 45, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,True,
Zayo expands Corning partnership to secure long-term fiber supply for AI expansion,https://www.datacenterdynamics.com/en/news/zayo-expands-corning-partnership-to-secure-long-term-fiber-supply-for-ai-expansion,https://www.datacenterdynamics.com/en/news/zayo-expands-corning-partnership-to-secure-long-term-fiber-supply-for-ai-expansion/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-08-20,high,"As company works toward 15,000 new route miles target by 2030",133.0,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 45, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,True,
ChatGPT search now uses the site:operator at scale,https://simonwillison.net/2026/Aug/20/chatgpt-search-now-uses-the-siteoperator-at-scale,https://simonwillison.net/2026/Aug/20/chatgpt-search-now-uses-the-siteoperator-at-scale/,Simon Willison,Tech & Engineering,ai-at-large,,2026-08-20,high,"ChatGPT search now uses the site:operator at scale Promptwatch is part of the emerging ""GEO"" space, for Generative Engine Optimization - the chatbot version of SEO, where companies offer tools and consulting to help your site increase its presence in replies to prompts inside tools like ChatGPT. The Promptwatch product uses automation to track responses to prompts across end-user chat products like ChatGPT, Claude, and Gemini. They publish aggregate reports on this as part of their own content m",125.1,"{""brevity"": 0, ""category"": 21, ""date_confidence"": 0, ""depth"": 8, ""freshness"": 15, ""keyword"": 31.099999999999998, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",AI / Agents / LLMs,Engineering note,Read deeply,True,
The Edge of tomorrow,https://www.datacenterdynamics.com/en/analysis/the-edge-of-tomorrow,https://www.datacenterdynamics.com/en/analysis/the-edge-of-tomorrow/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-08-20,high,Axelera AI founder Fabrizio del Maffeo wants to bring Edge AI hardware to the world,125.1,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 37.099999999999994, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,False,source daily cap
"Data center launched by BBT Group at hospital in Bad Mergentheim, Germany",https://www.datacenterdynamics.com/en/news/data-center-launched-by-bbt-group-at-hospital-in-bad-mergentheim-germany,https://www.datacenterdynamics.com/en/news/data-center-launched-by-bbt-group-at-hospital-in-bad-mergentheim-germany/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-08-20,high,The 78kW facility at Caritas Hospital will support digital services at several hospitals run by the operator in Baden-Württemberg,125.1,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 37.099999999999994, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,False,source daily cap
Sponsored: Why third-party sustainability certification matters for the future of data centers,https://www.datacenterdynamics.com/en/opinions/why-third-party-sustainability-certification-matters-for-the-future-of-data-centers,https://www.datacenterdynamics.com/en/opinions/why-third-party-sustainability-certification-matters-for-the-future-of-data-centers/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-08-20,high,"The most successful data center developers will not be those making the boldest sustainability claims. They will be the ones willing to have those claims independently measured, tested, and verified",125.1,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 37.099999999999994, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Strategy analysis,Read deeply,False,source daily cap
"100MW data center proposed in Allentown, Pennsylvania",https://www.datacenterdynamics.com/en/news/100mw-data-center-proposed-in-allentown-pennsylvania,https://www.datacenterdynamics.com/en/news/100mw-data-center-proposed-in-allentown-pennsylvania/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-08-20,high,J.G. Petrucci Company looks to pivot planned warehouse site,125.1,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 37.099999999999994, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,False,source daily cap
EE launches 'Fast Lane' commercial network slicing service in UK,https://www.datacenterdynamics.com/en/news/ee-launches-fast-lane-commercial-network-slicing-service-in-uk,https://www.datacenterdynamics.com/en/news/ee-launches-fast-lane-commercial-network-slicing-service-in-uk/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-08-20,high,The service has been introduced to guarantee coverage for those who need it during network's busier moments,125.1,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 37.099999999999994, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,False,source daily cap
"InfraTech to invest $2.7bn to develop data center campus in Carson County, Texas",https://www.datacenterdynamics.com/en/news/infratech-to-invest-27bn-to-develop-data-center-campus-in-carson-county-texas,https://www.datacenterdynamics.com/en/news/infratech-to-invest-27bn-to-develop-data-center-campus-in-carson-county-texas/,DataCenter Dynamics,AI Infrastructure,ai-infra,,2026-08-20,high,Further details are expected to be revealed when the deal is completed,125.1,"{""brevity"": 0, ""category"": 23, ""date_confidence"": 0, ""depth"": 0, ""freshness"": 15, ""keyword"": 37.099999999999994, ""release_note"": 0, ""source"": 25.0, ""source_weight"": 25.0}",Software Engineering,Engineering note,Read deeply,False,source daily cap
